date,team1,team1_classified,score1,team2,team2_classified,score2,forfeit,extra_innings
2026-09-02,Holt,True,19,Kirkwood,True,7,False,False
2026-09-02,St. Joseph's Academy,True,0,Lafayette (Wildwood),True,10,False,False
2026-09-02,Jackson,True,0,Lindbergh,True,4,False,False
2026-09-02,Capital City,True,3,Linn,True,2,False,False
2026-09-02,Oakville,True,17,Lutheran South,True,6,False,False
2026-09-02,Oak Grove,True,11,Marshall,True,0,False,False
2026-09-02,Putnam County,True,20,"Mercer with Cainsville, Ridgeway",True,0,False,False
2026-09-02,Bowling Green,True,4,Mexico,True,15,False,False
2026-09-02,Mark Twain,True,12,Monroe City,True,9,False,False
2026-09-02,Laquey,True,0,Newburg,True,10,False,False
2026-09-02,Festus,True,10,Northwest (Cedar Hill),True,4,False,False
2026-09-02,Chaffee,True,7,Notre Dame (Cape Girardeau),True,5,False,False
2026-09-02,Benton,True,17,Oak Park,True,2,False,False
2026-09-02,Ft. Zumwalt North,True,18,Orchard Farm,True,3,False,False
2026-09-02,South Shelby,True,6,Paris,True,12,False,False
2026-09-02,Platte County,True,16,Park Hill South,True,6,False,False
2026-09-02,Gilman City with Tri-County,True,19,Plattsburg,True,1,False,False
2026-09-02,Princeton with Mercer,True,13,Schuyler County,True,2,False,False
2026-09-02,Warrenton,True,2,St. Joseph's Academy,True,7,False,False
2026-09-02,Mid-Buchanan,True,14,St. Pius X (Kansas City),True,2,False,False
2026-09-02,Polo,True,11,Stewartsville with Osborn,True,5,False,False
2026-09-02,Meadville,True,14,"Tina-Avalon with Hale, Bosworth",False,16,False,False
2026-09-02,Hancock,True,,Affton,True,,False,False
2026-09-02,Camdenton,True,,Bolivar,True,,False,False
2026-09-02,Cor Jesu Academy,True,,Eureka,True,,False,False
2026-09-02,Hazelwood West,True,,Hazelwood Central,False,,False,False
2026-09-02,North Shelby,True,,Highland,True,,False,False
2026-09-02,Central (Springfield),False,,Hillcrest,True,,False,False
2026-09-02,Ritenour,True,,Incarnate Word Academy,True,,False,False
2026-09-02,Bayless,True,,Jefferson (Festus),True,,False,False
2026-09-02,Ruskin,True,,Knob Noster,True,,False,False
2026-09-02,Cameron,True,,Lafayette County,True,,False,False
2026-09-02,McCluer North,True,,Mehlville,True,,False,False
2026-09-02,Salisbury,True,,Moberly,True,,False,False
2026-09-02,Notre Dame de Sion,True,,North Kansas City,True,,False,False
2026-09-02,St. Michael the Archangel,True,,Odessa,True,,False,False
2026-09-02,Parkway West,True,,Parkway Central,True,,False,False
2026-09-02,North County,True,,Poplar Bluff,True,,False,False
2026-09-02,Pilot Grove,True,,Tuscumbia,True,,False,False
2026-09-02,DeSoto with Kingston,True,,Union,True,,False,False
2026-09-02,South Callaway,True,,Vienna,True,,False,False
2026-09-02,Rolla,True,,Waynesville,True,,False,False
2026-09-03,"Pattonsburg with Winston, North Daviess",False,,Albany,True,,False,False
2026-09-03,Marion County,True,,Atlanta,True,,False,False
2026-09-03,Hazelwood Central,False,,Bayless,True,,False,False
2026-09-03,St. Teresa's Academy,True,,Benton,True,,False,False
2026-09-03,"Brunswick with Keytesville, Northwestern (Mendon)",True,,Bevier,True,,False,False
2026-09-03,Louisiana,True,,Bowling Green,True,,False,False
2026-09-03,Lathrop,True,,Brookfield,True,,False,False
2026-09-03,Bishop LeBlond,True,,Cameron,True,,False,False
2026-09-03,Knox County,True,,Canton,True,,False,False
2026-09-03,Willard,True,,Carl Junction,True,,False,False
2026-09-03,Nixa,True,,Carthage,True,,False,False
2026-09-03,Macks Creek,True,,Central (Springfield),False,,False,False
2026-09-03,Truman,True,,Central (St. Joseph),True,,False,False
2026-09-03,Battle,True,,Centralia,True,,False,False
2026-09-03,Scotland County,True,,Clark County,True,,False,False
2026-09-03,Normandy Collaborative,False,,Clayton,True,,False,False
2026-09-03,Halfway,True,,Climax Springs,True,,False,False
2026-09-03,Wellsville-Middletown,True,,Clopton with Elsberry,True,,False,False
2026-09-03,Incarnate Word Academy,True,,Cor Jesu Academy,True,,False,False
2026-09-03,Kelly,True,,Doniphan,True,,False,False
2026-09-03,DeKalb,True,,East Buchanan,True,,False,False
2026-09-03,Southern Boone,True,,Eldon,True,,False,False
2026-09-03,Blair Oaks,True,,Eugene,True,,False,False
2026-09-03,St. Elizabeth,True,,Excelsior Springs,True,,False,False
2026-09-03,North County,True,,Farmington,True,,False,False
2026-09-03,Union,True,,Fatima,True,,False,False
2026-09-03,Worth County,True,,Fayette,True,,False,False
2026-09-03,Blue Springs,True,,Fort Osage,True,,False,False
2026-09-03,Liberty (Wentzville),True,,Francis Howell,True,,False,False
2026-09-03,Ft. Zumwalt North,True,,Ft. Zumwalt South,True,,False,False
2026-09-03,Helias Catholic,True,,Grain Valley,True,,False,False
2026-09-03,Kearney,True,,Grandview,True,,False,False
2026-09-03,"Mercer with Cainsville, Ridgeway",True,,Grundy County with Newtown-Harris,True,,False,False
2026-09-03,Boonville,True,,Hallsville with Christian Fellowship Sr.,True,,False,False
2026-09-03,Father Tolton with Calvary Lutheran,True,,Harrisburg,True,,False,False
2026-09-03,Odessa,True,,Harrisonville,True,,False,False
2026-09-03,Aurora,True,,Hartville,True,,False,False
2026-09-03,Community,True,,Hermann with New Haven,True,,False,False
2026-09-03,Humansville,True,,Hermitage,True,,False,False
2026-09-03,Webster Groves,True,,Incarnate Word Academy,True,,False,False
2026-09-03,Affton,True,,Jefferson (Festus),True,,False,False
2026-09-03,Waynesville,True,,Joplin,True,,False,False
2026-09-03,Saxony Lutheran with St. Vincent,True,,Kelly,True,,False,False
2026-09-03,Moberly,True,,Kirksville,True,,False,False
2026-09-03,Webster Groves,True,,Kirkwood,True,,False,False
2026-09-03,Higbee,True,,La Plata,True,,False,False
2026-09-03,Winfield,True,,Ladue Horton Watkins,True,,False,False
2026-09-03,Chillicothe,True,,Lawson,True,,False,False
2026-09-03,Belton,True,,Lee's Summit,True,,False,False
2026-09-03,Norborne with Hardin-Central,True,,Lexington,True,,False,False
2026-09-03,Liberty North,True,,Liberty,True,,False,False
2026-09-03,Gilman City with Tri-County,True,,Linn County,True,,False,False
2026-09-03,Monett,True,,Logan-Rogersville,True,,False,False
2026-09-03,Plattsburg,True,,Lone Jack,True,,False,False
2026-09-03,Westran,True,,Madison,True,,False,False
2026-09-03,Hannibal,True,,Marceline,True,,False,False
2026-09-03,Palmyra,True,,Mark Twain,True,,False,False
2026-09-03,Northwest (Cedar Hill),True,,Marquette,True,,False,False
2026-09-03,Cassville,True,,Marshfield,True,,False,False
2026-09-03,Pattonville,True,,McCluer North,True,,False,False
2026-09-03,Macon,True,,Monroe City,True,,False,False
2026-09-03,Fair Play,True,,Montrose with Appleton City,True,,False,False
2026-09-03,East Carter,True,,Naylor,True,,False,False
2026-09-03,Glendale,True,,Neosho,True,,False,False
2026-09-03,Knob Noster,True,,Nevada,True,,False,False
2026-09-03,King City with Pattonsburg,True,,North Andrew,True,,False,False
2026-09-03,Brashear,True,,North Shelby,True,,False,False
2026-09-03,Paris,True,,Northeast (Cairo),True,,False,False
2026-09-03,Maryville,True,,Northeast Nodaway,True,,False,False
2026-09-03,Milan,True,,Novinger,True,,False,False
2026-09-03,Fulton,True,,Osage,True,,False,False
2026-09-03,Linn,True,,Owensville,True,,False,False
2026-09-03,STEAM Academy,True,,Parkway North with Principia,True,,False,False
2026-09-03,Winfield,True,,Parkway West,True,,False,False
2026-09-03,Lafayette County,True,,Penney,True,,False,False
2026-09-03,Holden,True,,Pleasant Hill,True,,False,False
2026-09-03,Lee's Summit West,True,,Raymore-Peculiar,True,,False,False
2026-09-03,Oak Park,True,,Raytown,True,,False,False
2026-09-03,Kickapoo,True,,Republic,True,,False,False
2026-09-03,Newburg,True,,Richland,True,,False,False
2026-09-03,Lutheran St. Charles with Veritas Christian Academy,True,,Ritenour,True,,False,False
2026-09-03,Hickman,True,,Rolla,True,,False,False
2026-09-03,Camdenton,True,,Russellville,True,,False,False
2026-09-03,Mid-Buchanan,True,,Savannah,True,,False,False
2026-09-03,St. Clair,True,,Sikeston,True,,False,False
2026-09-03,Montgomery County,True,,Silex,True,,False,False
2026-09-03,New Franklin,True,,Slater,True,,False,False
2026-09-03,Ruskin,True,,Smithville,True,,False,False
2026-09-03,St. James,True,,South Callaway,True,,False,False
2026-09-03,Schuyler County,True,,South Shelby,True,,False,False
2026-09-03,Orchard Farm,True,,St. Charles West with St. Charles,True,,False,False
2026-09-03,Herculaneum with Crystal City,True,,St. Clair,True,,False,False
2026-09-03,Notre Dame (St. Louis),True,,St. Dominic,True,,False,False
2026-09-03,California,True,,Van-Far,True,,False,False
2026-09-03,Sherwood,True,,St. Michael the Archangel,True,,False,False
2026-09-03,North Harrison,True,,Vienna,True,,False,False
2026-09-03,Jefferson (Conception) with South Nodaway,True,,Stewartsville with Osborn,True,,False,False
2026-09-03,North Point,True,,Timberland,True,,False,False
2026-09-03,"Braymer with Southwest (Livingston County), Breckenridge",False,,"Tina-Avalon with Hale, Bosworth",False,,False,False
2026-09-03,Ft. Zumwalt West,True,,Troy Buchanan,True,,False,False
2026-09-03,St. Joseph's Academy,True,,Ursuline Academy,True,,False,False
2026-09-03,Chaffee,True,,Van Buren,False,,False,False
2026-09-03,North Callaway,True,,Van-Far with Community,True,,False,False
2026-09-03,Norwood,True,,Walnut Grove,True,,False,False
2026-09-03,Richmond,True,,Warrensburg,True,,False,False
2026-09-03,Ft. Zumwalt East,True,,Washington,True,,False,False
2026-09-03,Lebanon,True,,Webb City,True,,False,False
2026-09-03,Raytown,True,,William Chrisman,True,,False,False
2026-09-03,Perryville,True,,Windsor (Imperial),True,,False,False
2026-09-03,North Kansas City,True,,Winnetonka,True,,False,False
2026-09-03,Princeton with Mercer,True,,Worth County,True,,False,False
2026-09-03,Elsberry,True,,Wright City,True,,False,False
2026-09-04,Marion County,True,,Bevier,True,,False,False
2026-09-04,McDonald County,True,,Blue Springs,True,,False,False
2026-09-04,Linn County,True,,Brashear,True,,False,False
2026-09-04,Green City,True,,"Brunswick with Keytesville, Northwestern (Mendon)",True,,False,False
2026-09-04,Branson,True,,Carl Junction,True,,False,False
2026-09-04,Bolivar,True,,Carl Junction,True,,False,False
2026-09-04,Westminster Christian Academy,True,,Elsberry,True,,False,False
2026-09-04,Battle,True,,Father Tolton with Calvary Lutheran,True,,False,False
2026-09-04,Capital City,True,,Fatima,True,,False,False
2026-09-04,Francis Howell Central,True,,Festus,True,,False,False
2026-09-04,Highland,True,,Festus,True,,False,False
2026-09-04,Ft. Zumwalt West,True,,Festus,True,,False,False
2026-09-04,Oakville,True,,Francis Howell,True,,False,False
2026-09-04,Battle,True,,Grandview,True,,False,False
2026-09-04,Humansville,True,,Halfway,True,,False,False
2026-09-04,Clark County,True,,Harrisburg,True,,False,False
2026-09-04,Lutheran St. Charles with Veritas Christian Academy,True,,Highland,True,,False,False
2026-09-04,Marshfield,True,,Hillcrest,True,,False,False
2026-09-04,Ft. Zumwalt South,True,,Holt,True,,False,False
2026-09-04,Webster Groves,True,,Incarnate Word Academy,True,,False,False
2026-09-04,Kelly,True,,Jackson,True,,False,False
2026-09-04,Van-Far,True,,Jefferson City,True,,False,False
2026-09-04,Ozark,True,,Joplin,True,,False,False
2026-09-04,Lee's Summit North,True,,Joplin,True,,False,False
2026-09-04,Notre Dame (Cape Girardeau),True,,Kelly,True,,False,False
2026-09-04,Ozark,True,,Lee's Summit North,True,,False,False
2026-09-04,Weaubleau,True,,Macks Creek,True,,False,False
2026-09-04,Rockwood Summit,True,,Marquette,True,,False,False
2026-09-04,Walnut Grove,True,,Montrose with Appleton City,True,,False,False
2026-09-04,St. Clair,True,,Naylor,True,,False,False
2026-09-04,Northeast (Cairo),True,,New Bloomfield,True,,False,False
2026-09-04,Madison,True,,New Franklin,True,,False,False
2026-09-04,Seckman,True,,North County,True,,False,False
2026-09-04,Wheatland,True,,Norwood,True,,False,False
2026-09-04,Lincoln College Prep,True,,Notre Dame de Sion,True,,False,False
2026-09-04,Webb City,True,,Park Hill South,True,,False,False
2026-09-04,Neosho,True,,Park Hill South,True,,False,False
2026-09-04,Raymore-Peculiar,True,,Park Hill South,True,,False,False
2026-09-04,Parkway South,True,,Parkway North with Principia,True,,False,False
2026-09-04,Winfield,True,,Parkway West,True,,False,False
2026-09-04,Webb City,True,,Raymore-Peculiar,True,,False,False
2026-09-04,Neosho,True,,Raymore-Peculiar,True,,False,False
2026-09-04,Republic,True,,Smith-Cotton,True,,False,False
2026-09-04,Lee's Summit West,True,,Summit Christian Academy,True,,False,False
2026-09-04,Climax Springs,True,,Tuscumbia,True,,False,False
2026-09-04,St. Charles West with St. Charles,True,,Ursuline Academy,True,,False,False
2026-09-04,Neosho,True,,Webb City,True,,False,False
2026-09-04,Warrenton,True,,Wright City,True,,False,False
2026-09-05,St. Dominic,True,,Festus,True,,False,False
2026-09-05,Lafayette (Wildwood),True,,Festus,True,,False,False
2026-09-05,Highland,True,,Francis Howell Central,True,,False,False
2026-09-05,Father Tolton with Calvary Lutheran,True,,Grandview,True,,False,False
2026-09-05,Canton,True,,Hannibal,True,,False,False
2026-09-05,Timberland,True,,Jackson,True,,False,False
2026-09-05,Notre Dame (Cape Girardeau),True,,Jackson,True,,False,False
2026-09-05,Eldon,True,,Lebanon,True,,False,False
2026-09-05,Father Tolton with Calvary Lutheran,True,,Mexico,True,,False,False
2026-09-05,Grandview,True,,Mexico,True,,False,False
2026-09-05,Van-Far with Community,True,,Palmyra,True,,False,False
2026-09-05,Winfield,True,,Palmyra,True,,False,False
2026-09-05,St. Pius X (Festus),True,,Poplar Bluff,True,,False,False
2026-09-05,Winfield,True,,Russellville,True,,False,False
2026-09-05,Van-Far with Community,True,,Russellville,True,,False,False
2026-09-07,Penney,True,,Brookfield,True,,False,False
2026-09-07,Carl Junction,True,,Cassville,True,,False,False
2026-09-07,Fort Osage,True,,Central (St. Joseph),True,,False,False
2026-09-07,Montrose with Appleton City,True,,Clinton,True,,False,False
2026-09-07,St. Michael the Archangel,True,,Grandview,True,,False,False
2026-09-07,Mexico,True,,Hallsville with Christian Fellowship Sr.,True,,False,False
2026-09-07,Jefferson City,True,,Hickman,True,,False,False
2026-09-07,Monroe City,True,,Highland,True,,False,False
2026-09-07,Richmond,True,,Lexington,True,,False,False
2026-09-07,Seneca,True,,Neosho,True,,False,False
2026-09-07,Riverview Gardens,False,,Normandy Collaborative,False,,False,False
2026-09-07,Wellsville-Middletown,True,,Paris,True,,False,False
2026-09-07,Waynesville,True,,Richland,True,,False,False
2026-09-07,East Buchanan,True,,St. Pius X (Kansas City),True,,False,False
2026-09-07,Climax Springs,True,,Westran,True,,False,False
2026-09-08,Metro,True,,Affton,True,,False,False
2026-09-08,Nevada,True,,Aurora,True,,False,False
2026-09-08,Raymore-Peculiar,True,,Belton,True,,False,False
2026-09-08,Savannah,True,,Benton,True,,False,False
2026-09-08,Linn County,True,,Bevier,True,,False,False
2026-09-08,Capital City,True,,Blair Oaks,True,,False,False
2026-09-08,Lee's Summit,True,,Blue Springs South,True,,False,False
2026-09-08,Osage,True,,Boonville,True,,False,False
2026-09-08,Madison,True,,Bucklin with Macon County,True,,False,False
2026-09-08,Eldon,True,,California,True,,False,False
2026-09-08,Maryville,True,,Cameron,True,,False,False
2026-09-08,McDonald County,True,,Cassville,True,,False,False
2026-09-08,Highland,True,,Centralia,True,,False,False
2026-09-08,Penney,True,,Chillicothe,True,,False,False
2026-09-08,Pleasant Hill,True,,Clinton,True,,False,False
2026-09-08,Tuscumbia,True,,Crocker,True,,False,False
2026-09-08,Richland,True,,Cuba,True,,False,False
2026-09-08,Stewartsville with Osborn,True,,DeKalb,True,,False,False
2026-09-08,Herculaneum with Crystal City,True,,DeSoto with Kingston,True,,False,False
2026-09-08,Laquey,True,,Dixon,True,,False,False
2026-09-08,St. Clair,True,,Doniphan,True,,False,False
2026-09-08,Poplar Bluff,True,,East Carter,True,,False,False
2026-09-08,Bowling Green,True,,Elsberry,True,,False,False
2026-09-08,Dadeville with Everton,True,,Fair Play,True,,False,False
2026-09-08,Fredericktown,True,,Farmington,True,,False,False
2026-09-08,New Bloomfield,True,,Fayette,True,,False,False
2026-09-08,Kirkwood,True,,Fox,True,,False,False
2026-09-08,Francis Howell,True,,Francis Howell Central,True,,False,False
2026-09-08,Ft. Zumwalt East,True,,Ft. Zumwalt South,True,,False,False
2026-09-08,Eugene,True,,Fulton,True,,False,False
2026-09-08,St. Elizabeth,True,,Gallatin,True,,False,False
2026-09-08,Webb City,True,,Glendale,True,,False,False
2026-09-08,Truman,True,,Grain Valley,True,,False,False
2026-09-08,Wheatland,True,,Hartville,True,,False,False
2026-09-08,Hazelwood East,False,,Hazelwood Central,False,,False,False
2026-09-08,Weaubleau,True,,Hermitage,True,,False,False
2026-09-08,Parkview,True,,Hillcrest,True,,False,False
2026-09-08,Festus,True,,Hillsboro,True,,False,False
2026-09-08,Knob Noster,True,,Holden,True,,False,False
2026-09-08,Winfield,True,,Holt,True,,False,False
2026-09-08,Webster Groves,True,,Incarnate Word Academy,True,,False,False
2026-09-08,Marquette,True,,Jackson,True,,False,False
2026-09-08,Iberia,True,,Jamestown,True,,False,False
2026-09-08,Northeast Nodaway,True,,Jefferson (Conception) with South Nodaway,True,,False,False
2026-09-08,North County,True,,Kelly,True,,False,False
2026-09-08,Joplin,True,,Kickapoo,True,,False,False
2026-09-08,North Harrison,True,,King City with Pattonsburg,True,,False,False
2026-09-08,Mexico,True,,Kirksville,True,,False,False
2026-09-08,Marion County,True,,Knox County,True,,False,False
2026-09-08,Brashear,True,,La Plata,True,,False,False
2026-09-08,Bayless,True,,Ladue Horton Watkins,True,,False,False
2026-09-08,Parkway West,True,,Lafayette (Wildwood),True,,False,False
2026-09-08,Carrollton,True,,Lafayette County,True,,False,False
2026-09-08,Neosho,True,,Lebanon,True,,False,False
2026-09-08,Lee's Summit West,True,,Lee's Summit North,True,,False,False
2026-09-08,Lathrop,True,,Lexington,True,,False,False
2026-09-08,Ft. Zumwalt West,True,,Liberty (Wentzville),True,,False,False
2026-09-08,Staley,True,,Liberty North,True,,False,False
2026-09-08,Winnetonka,True,,Lincoln College Prep,True,,False,False
2026-09-08,Mehlville,True,,Lindbergh,True,,False,False
2026-09-08,Fatima,True,,Linn,True,,False,False
2026-09-08,North Platte,True,,Lone Jack,True,,False,False
2026-09-08,Silex,True,,Louisiana,True,,False,False
2026-09-08,Putnam County,True,,Marceline,True,,False,False
2026-09-08,Milan,True,,Maysville,True,,False,False
2026-09-08,"Braymer with Southwest (Livingston County), Breckenridge",False,,Meadville,True,,False,False
2026-09-08,Gilman City with Tri-County,True,,"Mercer with Cainsville, Ridgeway",True,,False,False
2026-09-08,Smithville,True,,Mid-Buchanan,True,,False,False
2026-09-08,Hannibal,True,,Moberly,True,,False,False
2026-09-08,Seneca,True,,Monett,True,,False,False
2026-09-08,Clark County,True,,Monroe City,True,,False,False
2026-09-08,Mark Twain,True,,Montgomery County,True,,False,False
2026-09-08,Climax Springs,True,,Montrose with Appleton City,True,,False,False
2026-09-08,Notre Dame (Cape Girardeau),True,,Neelyville,True,,False,False
2026-09-08,East Carter,True,,Neelyville,True,,False,False
2026-09-08,Northeast (Cairo),True,,New Franklin,True,,False,False
2026-09-08,Willard,True,,Nixa,True,,False,False
2026-09-08,Higbee,True,,Norborne with Hardin-Central,True,,False,False
2026-09-08,STEAM Academy,True,,Normandy Collaborative,False,,False,False
2026-09-08,Albany,True,,North Andrew,True,,False,False
2026-09-08,Wright City,True,,North Callaway,True,,False,False
2026-09-08,Park Hill South,True,,North Kansas City,True,,False,False
2026-09-08,Ft. Zumwalt North,True,,North Point,True,,False,False
2026-09-08,Marshfield,True,,Norwood,True,,False,False
2026-09-08,Summit Christian Academy,True,,Oak Grove,True,,False,False
2026-09-08,Liberty,True,,Oak Park,True,,False,False
2026-09-08,Excelsior Springs,True,,Odessa,True,,False,False
2026-09-08,Warrenton,True,,Orchard Farm,True,,False,False
2026-09-08,Carthage,True,,Ozark,True,,False,False
2026-09-08,North Shelby,True,,Paris,True,,False,False
2026-09-08,Central (St. Joseph),True,,Park Hill,True,,False,False
2026-09-08,Seckman,True,,Parkway Central,True,,False,False
2026-09-08,Notre Dame (St. Louis),True,,Pattonville,True,,False,False
2026-09-08,Community,True,,Pilot Grove,True,,False,False
2026-09-08,Grundy County with Newtown-Harris,True,,Polo,True,,False,False
2026-09-08,"Pattonsburg with Winston, North Daviess",False,,Princeton with Mercer,True,,False,False
2026-09-08,Maysville,True,,Putnam County,True,,False,False
2026-09-08,Fort Osage,True,,Raytown,True,,False,False
2026-09-08,Kearney,True,,Raytown South,True,,False,False
2026-09-08,McCluer North,True,,Riverview Gardens,False,,False,False
2026-09-08,Battle,True,,Rock Bridge,True,,False,False
2026-09-08,Grandview,True,,Ruskin,True,,False,False
2026-09-08,Vienna,True,,Russellville,True,,False,False
2026-09-08,Hallsville with Christian Fellowship Sr.,True,,Salisbury,True,,False,False
2026-09-08,Atlanta,True,,Scotland County,True,,False,False
2026-09-08,Halfway,True,,Sherwood,True,,False,False
2026-09-08,Perryville,True,,Sikeston,True,,False,False
2026-09-08,Van-Far with Community,True,,South Callaway,True,,False,False
2026-09-08,Clopton with Elsberry,True,,South Shelby,True,,False,False
2026-09-08,Hickman,True,,Southern Boone,True,,False,False
2026-09-08,Lutheran South,True,,St. Charles West with St. Charles,True,,False,False
2026-09-08,Owensville,True,,St. Clair,True,,False,False
2026-09-08,St. Joseph's Academy,True,,St. Dominic,True,,False,False
2026-09-08,Camdenton,True,,Van-Far,True,,False,False
2026-09-08,Sullivan,True,,St. James,True,,False,False
2026-09-08,Bishop LeBlond,True,,St. Pius X (Kansas City),True,,False,False
2026-09-08,East Buchanan,True,,St. Teresa's Academy,True,,False,False
2026-09-08,Worth County,True,,Vienna,True,,False,False
2026-09-08,Climax Springs,True,,Westran,True,,False,False
2026-09-08,Slater,True,,Worth County,True,,False,False
2026-09-08,Brookfield,True,,Trenton,True,,False,False
2026-09-08,Francis Howell North,True,,Troy Buchanan,True,,False,False
2026-09-08,Pacific,True,,Union,True,,False,False
2026-09-08,Hancock,True,,Valley Park,True,,False,False
2026-09-08,Humansville,True,,Walnut Grove,True,,False,False
2026-09-08,Harrisonville,True,,Warrensburg,True,,False,False
2026-09-08,Timberland,True,,Washington,True,,False,False
2026-09-08,Republic,True,,Waynesville,True,,False,False
2026-09-08,Rockwood Summit,True,,Westminster Christian Academy,True,,False,False
2026-09-08,Canton,True,,Westran,True,,False,False
2026-09-08,Platte County,True,,William Chrisman,True,,False,False
2026-09-08,Jefferson (Festus),True,,Windsor (Imperial),True,,False,False
2026-09-09,Clayton,True,,Bayless,True,,False,False
2026-09-09,Harrisonville,True,,Belton,True,,False,False
2026-09-09,North Andrew,True,,Bishop LeBlond,True,,False,False
2026-09-09,Hallsville with Christian Fellowship Sr.,True,,Blair Oaks,True,,False,False
2026-09-09,Dixon,True,,Camdenton,True,,False,False
2026-09-09,Bowling Green,True,,Canton,True,,False,False
2026-09-09,Jefferson (Festus),True,,Chaffee,True,,False,False
2026-09-09,Oakville,True,,Cor Jesu Academy,True,,False,False
2026-09-09,Smith-Cotton,True,,Fort Osage,True,,False,False
2026-09-09,Holt,True,,Francis Howell North,True,,False,False
2026-09-09,Ritenour,True,,Ft. Zumwalt North,True,,False,False
2026-09-09,Marshall,True,,Fulton,True,,False,False
2026-09-09,Harrisburg,True,,Glasgow,True,,False,False
2026-09-09,Bolivar,True,,Glendale,True,,False,False
2026-09-09,Laquey,True,,Halfway,True,,False,False
2026-09-09,Hazelwood East,False,,Hazelwood West,True,,False,False
2026-09-09,Central (Cape Girardeau),True,,Jackson,True,,False,False
2026-09-09,Russellville,True,,Jamestown,True,,False,False
2026-09-09,Helias Catholic,True,,Jefferson City,True,,False,False
2026-09-09,Carl Junction,True,,Joplin,True,,False,False
2026-09-09,Webster Groves,True,,Kirkwood,True,,False,False
2026-09-09,Lindbergh,True,,Lafayette (Wildwood),True,,False,False
2026-09-09,Dixon,True,,Laquey,True,,False,False
2026-09-09,Maryville,True,,Lawson,True,,False,False
2026-09-09,Oak Park,True,,Lee's Summit North,True,,False,False
2026-09-09,Benton,True,,Lincoln College Prep,True,,False,False
2026-09-09,Parkway South,True,,Lindbergh,True,,False,False
2026-09-09,Ladue Horton Watkins,True,,Lutheran St. Charles with Veritas Christian Academy,True,,False,False
2026-09-09,Southern Boone,True,,Macon,True,,False,False
2026-09-09,Mark Twain,True,,Marion County,True,,False,False
2026-09-09,Pattonville,True,,McCluer,False,,False,False
2026-09-09,Affton,True,,McCluer North,True,,False,False
2026-09-09,Hancock,True,,Mehlville,True,,False,False
2026-09-09,Centralia,True,,Moberly,True,,False,False
2026-09-09,Herculaneum with Crystal City,True,,North County,True,,False,False
2026-09-09,Stewartsville with Osborn,True,,North Platte,True,,False,False
2026-09-09,Westran,True,,North Shelby,True,,False,False
2026-09-09,Parkway Central,True,,Northwest (Cedar Hill),True,,False,False
2026-09-09,Farmington,True,,Notre Dame (Cape Girardeau),True,,False,False
2026-09-09,Excelsior Springs,True,,Oak Grove,True,,False,False
2026-09-09,Park Hill,True,,Park Hill South,True,,False,False
2026-09-09,Savannah,True,,Platte County,True,,False,False
2026-09-09,"Tina-Avalon with Hale, Bosworth",False,,Plattsburg,True,,False,False
2026-09-09,East Buchanan,True,,Polo,True,,False,False
2026-09-09,Trenton,True,,Princeton with Mercer,True,,False,False
2026-09-09,Lone Jack,True,,Richmond,True,,False,False
2026-09-09,Battle,True,,Rolla,True,,False,False
2026-09-09,Sikeston,True,,Saxony Lutheran with St. Vincent,True,,False,False
2026-09-09,Clark County,True,,Schuyler County,True,,False,False
2026-09-09,North Kansas City,True,,St. Pius X (Kansas City),True,,False,False
2026-09-09,Raymore-Peculiar,True,,Staley,True,,False,False
2026-09-09,Pleasant Hill,True,,Truman,True,,False,False
2026-09-09,Hazelwood Central,False,,University City,True,,False,False
2026-09-09,St. Pius X (Festus),True,,Valley Park,True,,False,False
2026-09-09,Paris,True,,Van-Far with Community,True,,False,False
2026-09-09,Troy Buchanan,True,,Washington,True,,False,False
2026-09-09,Louisiana,True,,Wellsville-Middletown,True,,False,False
2026-09-09,Parkway West,True,,Westminster Christian Academy,True,,False,False
2026-09-09,Westran,True,,Wheatland,True,,False,False
2026-09-09,Warrensburg,True,,Winnetonka,True,,False,False
2026-09-10,Clayton,True,,Affton,True,,False,False
2026-09-10,William Chrisman,True,,Belton,True,,False,False
2026-09-10,St. Pius X (Kansas City),True,,Benton,True,,False,False
2026-09-10,Eldon,True,,Blair Oaks,True,,False,False
2026-09-10,Lee's Summit,True,,Blue Springs,True,,False,False
2026-09-10,Mark Twain,True,,Bowling Green,True,,False,False
2026-09-10,"Mercer with Cainsville, Ridgeway",True,,"Braymer with Southwest (Livingston County), Breckenridge",False,,False,False
2026-09-10,Kickapoo,True,,Carthage,True,,False,False
2026-09-10,Excelsior Springs,True,,Chillicothe,True,,False,False
2026-09-10,Crocker,True,,Climax Springs,True,,False,False
2026-09-10,Elsberry,True,,Clopton with Elsberry,True,,False,False
2026-09-10,Silex,True,,Community,True,,False,False
2026-09-10,Jefferson (Conception) with South Nodaway,True,,DeKalb,True,,False,False
2026-09-10,Vienna,True,,Dixon,True,,False,False
2026-09-10,Kelly,True,,Doniphan,True,,False,False
2026-09-10,Penney,True,,East Buchanan,True,,False,False
2026-09-10,Jackson,True,,East Carter,True,,False,False
2026-09-10,Rockwood Summit,True,,Eureka,True,,False,False
2026-09-10,Oakville,True,,Fox,True,,False,False
2026-09-10,Troy Buchanan,True,,Francis Howell,True,,False,False
2026-09-10,DeSoto with Kingston,True,,Fredericktown,True,,False,False
