date,team1,team1_classified,score1,team2,team2_classified,score2,forfeit,extra_innings
2026-09-15,South Callaway,True,,California,True,,False,False
2026-09-15,Branson,True,,Carl Junction,True,,False,False
2026-09-15,Richmond,True,,Carrollton,True,,False,False
2026-09-15,Dadeville with Everton,True,,Central (Springfield),False,,False,False
2026-09-15,Park Hill South,True,,Central (St. Joseph),True,,False,False
2026-09-15,Mexico,True,,Centralia,True,,False,False
2026-09-15,St. Clair,True,,Chaffee,True,,False,False
2026-09-15,Cameron,True,,Chillicothe,True,,False,False
2026-09-15,Richland,True,,Climax Springs,True,,False,False
2026-09-15,Oak Grove,True,,Clinton,True,,False,False
2026-09-15,Westminster Christian Academy,True,,Cor Jesu Academy,True,,False,False
2026-09-15,Jefferson (Festus),True,,Cuba,True,,False,False
2026-09-15,Stewartsville with Osborn,True,,East Buchanan,True,,False,False
2026-09-15,Doniphan,True,,East Carter,True,,False,False
2026-09-15,Van-Far with Community,True,,Elsberry,True,,False,False
2026-09-15,Eldon,True,,Eugene,True,,False,False
2026-09-15,Hermitage,True,,Fair Play,True,,False,False
2026-09-15,Hillsboro,True,,Farmington,True,,False,False
2026-09-15,Linn,True,,Father Tolton with Calvary Lutheran,True,,False,False
2026-09-15,Van-Far,True,,Fatima,True,,False,False
2026-09-15,New Franklin,True,,Fayette,True,,False,False
2026-09-15,DeSoto with Kingston,True,,Festus,True,,False,False
2026-09-15,Ft. Zumwalt West,True,,Francis Howell Central,True,,False,False
2026-09-15,Francis Howell,True,,Francis Howell North,True,,False,False
2026-09-15,Timberland,True,,Ft. Zumwalt East,True,,False,False
2026-09-15,North Point,True,,Ft. Zumwalt South,True,,False,False
2026-09-15,Marceline,True,,Gallatin,True,,False,False
2026-09-15,Carthage,True,,Glendale,True,,False,False
2026-09-15,Lincoln College Prep,True,,Grandview,True,,False,False
2026-09-15,Cainsville,False,,Grundy County with Newtown-Harris,True,,False,False
2026-09-15,Russellville,True,,Hallsville with Christian Fellowship Sr.,True,,False,False
2026-09-15,McCluer North,True,,Hancock,True,,False,False
2026-09-15,Pleasant Hill,True,,Harrisonville,True,,False,False
2026-09-15,Dixon,True,,Hartville,True,,False,False
2026-09-15,Pattonville,True,,Hazelwood West,True,,False,False
2026-09-15,Blair Oaks,True,,Helias Catholic,True,,False,False
2026-09-15,Perryville,True,,Herculaneum with Crystal City,True,,False,False
2026-09-15,Owensville,True,,Hermann with New Haven,True,,False,False
2026-09-15,Canton,True,,Highland,True,,False,False
2026-09-15,Orchard Farm,True,,Holt,True,,False,False
2026-09-15,Weaubleau,True,,Humansville,True,,False,False
2026-09-15,Westran,True,,Iberia,True,,False,False
2026-09-15,St. Dominic,True,,Incarnate Word Academy,True,,False,False
2026-09-15,Vienna,True,,Jamestown,True,,False,False
2026-09-15,Smithville,True,,Kearney,True,,False,False
2026-09-15,Fredericktown,True,,Kelly,True,,False,False
2026-09-15,Webb City,True,,Kickapoo,True,,False,False
2026-09-15,Affton,True,,Kirkwood,True,,False,False
2026-09-15,Lexington,True,,Knob Noster,True,,False,False
2026-09-15,Scotland County,True,,Knox County,True,,False,False
2026-09-15,Bucklin with Macon County,True,,La Plata,True,,False,False
2026-09-15,Holden,True,,Lafayette County,True,,False,False
2026-09-15,Lone Jack,True,,Lathrop,True,,False,False
2026-09-15,Republic,True,,Lebanon,True,,False,False
2026-09-15,North Kansas City,True,,Lee's Summit North,True,,False,False
2026-09-15,Lee's Summit West,True,,Liberty,True,,False,False
2026-09-15,Lee's Summit,True,,Liberty North,True,,False,False
2026-09-15,Rockwood Summit,True,,Lindbergh,True,,False,False
2026-09-15,Wright City,True,,Louisiana,True,,False,False
2026-09-15,Warrenton,True,,Lutheran St. Charles with Veritas Christian Academy,True,,False,False
2026-09-15,Glasgow,True,,Madison,True,,False,False
2026-09-15,Silex,True,,Mark Twain,True,,False,False
2026-09-15,Bolivar,True,,Marshfield,True,,False,False
2026-09-15,Savannah,True,,Maryville,True,,False,False
2026-09-15,Normandy Collaborative,False,,McCluer North,True,,False,False
2026-09-15,Ritenour,True,,Mehlville,True,,False,False
2026-09-15,Fulton,True,,Moberly,True,,False,False
2026-09-15,Hannibal,True,,Monroe City,True,,False,False
2026-09-15,Bowling Green,True,,Montgomery County,True,,False,False
2026-09-15,Naylor,True,,Neelyville,True,,False,False
2026-09-15,Monett,True,,Nevada,True,,False,False
2026-09-15,Neosho,True,,Nixa,True,,False,False
2026-09-15,Vienna,True,,North Andrew,True,,False,False
2026-09-15,Clopton with Elsberry,True,,North Callaway,True,,False,False
2026-09-15,Princeton with Mercer,True,,North Harrison,True,,False,False
2026-09-15,North Shelby,True,,Northeast (Cairo),True,,False,False
2026-09-15,DeKalb,True,,Northeast Nodaway,True,,False,False
2026-09-15,Fox,True,,Northwest (Cedar Hill),True,,False,False
2026-09-15,St. Joseph's Academy,True,,Notre Dame (St. Louis),True,,False,False
2026-09-15,Brashear,True,,Novinger,True,,False,False
2026-09-15,Park Hill,True,,Oak Park,True,,False,False
2026-09-15,Joplin,True,,Ozark,True,,False,False
2026-09-15,Sullivan,True,,Pacific,True,,False,False
2026-09-15,Clark County,True,,Palmyra,True,,False,False
2026-09-15,Lafayette (Wildwood),True,,Parkway South,True,,False,False
2026-09-15,Jackson,True,,Parkway West,True,,False,False
2026-09-15,King City with Pattonsburg,True,,"Pattonsburg with Winston, North Daviess",False,,False,False
2026-09-15,Worth County,True,,Pilot Grove,True,,False,False
2026-09-15,"Mercer with Cainsville, Ridgeway",True,,Polo,True,,False,False
2026-09-15,Blue Springs South,True,,Raymore-Peculiar,True,,False,False
2026-09-15,Truman,True,,Raytown,True,,False,False
2026-09-15,Winnetonka,True,,Raytown South,True,,False,False
2026-09-15,Hillcrest,True,,Rolla,True,,False,False
2026-09-15,William Chrisman,True,,Ruskin,True,,False,False
2026-09-15,Paris,True,,Salisbury,True,,False,False
2026-09-15,Cassville,True,,Seneca,True,,False,False
2026-09-15,Summit Christian Academy,True,,Sherwood,True,,False,False
2026-09-15,Central (Cape Girardeau),True,,Sikeston,True,,False,False
2026-09-15,Community,True,,Slater,True,,False,False
2026-09-15,Milan,True,,St. Elizabeth,True,,False,False
2026-09-15,Union,True,,St. Clair,True,,False,False
2026-09-15,Eureka,True,,St. Joseph's Academy,True,,False,False
2026-09-15,Notre Dame de Sion,True,,St. Teresa's Academy,True,,False,False
2026-09-15,Blue Springs,True,,Staley,True,,False,False
2026-09-15,Maysville,True,,Trenton,True,,False,False
2026-09-15,Liberty (Wentzville),True,,Troy Buchanan,True,,False,False
2026-09-15,Parkway North with Principia,True,,University City,True,,False,False
2026-09-15,Bayless,True,,Valley Park,True,,False,False
2026-09-15,Halfway,True,,Walnut Grove,True,,False,False
2026-09-15,Odessa,True,,Warrensburg,True,,False,False
2026-09-15,Ft. Zumwalt North,True,,Washington,True,,False,False
2026-09-15,Willard,True,,Waynesville,True,,False,False
2026-09-15,Windsor (Imperial),True,,Webster Groves,True,,False,False
2026-09-15,Logan-Rogersville,True,,West Plains,True,,False,False
2026-09-15,Jefferson (Conception) with South Nodaway,True,,West Platte,True,,False,False
2026-09-15,"Brunswick with Keytesville, Northwestern (Mendon)",True,,Westran,True,,False,False
2026-09-15,Macks Creek,True,,Wheatland,True,,False,False
2026-09-15,St. Charles West with St. Charles,True,,Winfield,True,,False,False
2026-09-15,Albany,True,,Worth County,True,,False,False
2026-09-16,St. Pius X (Festus),True,,Bayless,True,,False,False
2026-09-16,Linn County,True,,Bevier,True,,False,False
2026-09-16,Kelly,True,,Central (Cape Girardeau),True,,False,False
2026-09-16,Wheatland,True,,Central (Springfield),False,,False,False
2026-09-16,Hannibal,True,,Clark County,True,,False,False
2026-09-16,Lebanon,True,,Cuba,True,,False,False
2026-09-16,Ruskin,True,,East Buchanan,True,,False,False
2026-09-16,Crocker,True,,Eldon,True,,False,False
2026-09-16,Jackson,True,,Farmington,True,,False,False
2026-09-16,Iberia,True,,Fatima,True,,False,False
2026-09-16,Herculaneum with Crystal City,True,,Festus,True,,False,False
2026-09-16,Smith-Cotton,True,,Hallsville with Christian Fellowship Sr.,True,,False,False
2026-09-16,Normandy Collaborative,False,,Hazelwood Central,False,,False,False
2026-09-16,Normandy Collaborative,False,,Hazelwood East,False,,False,False
2026-09-16,Holt,True,,Hazelwood West,True,,False,False
2026-09-16,Bowling Green,True,,Helias Catholic,True,,False,False
2026-09-16,Capital City,True,,Hickman,True,,False,False
2026-09-16,Valley Park,True,,Jefferson (Festus),True,,False,False
2026-09-16,St. Michael the Archangel,True,,Lafayette County,True,,False,False
2026-09-16,St. James,True,,Laquey,True,,False,False
2026-09-16,Plattsburg,True,,Lexington,True,,False,False
2026-09-16,Pleasant Hill,True,,Lone Jack,True,,False,False
2026-09-16,Cor Jesu Academy,True,,Lutheran South,True,,False,False
2026-09-16,St. Joseph's Academy,True,,Lutheran St. Charles with Veritas Christian Academy,True,,False,False
2026-09-16,Eureka,True,,Marquette,True,,False,False
2026-09-16,Hazelwood East,False,,McCluer,False,,False,False
2026-09-16,Hancock,True,,Metro,True,,False,False
2026-09-16,Macon,True,,Mexico,True,,False,False
2026-09-16,Knob Noster,True,,Norborne with Hardin-Central,True,,False,False
2026-09-16,North County,True,,Notre Dame (Cape Girardeau),True,,False,False
2026-09-16,Marshall,True,,Odessa,True,,False,False
2026-09-16,Incarnate Word Academy,True,,Parkway South,True,,False,False
2026-09-16,"Mercer with Cainsville, Ridgeway",True,,Polo,True,,False,False
2026-09-16,North Kansas City,True,,Raytown,True,,False,False
2026-09-16,STEAM Academy,True,,Riverview Gardens,False,,False,False
2026-09-16,Oak Grove,True,,Savannah,True,,False,False
2026-09-16,Fredericktown,True,,Saxony Lutheran with St. Vincent,True,,False,False
2026-09-16,Hillsboro,True,,Seckman,True,,False,False
2026-09-16,Francis Howell North,True,,St. Dominic,True,,False,False
2026-09-16,Westminster Christian Academy,True,,St. Joseph's Academy,True,,False,False
2026-09-16,Rolla,True,,Union,True,,False,False
2026-09-16,St. Clair,True,,Washington,True,,False,False
2026-09-16,Parkway West,True,,Webster Groves,True,,False,False
2026-09-16,Hermann with New Haven,True,,Wellsville-Middletown,True,,False,False
2026-09-16,Northwest (Cedar Hill),True,,Windsor (Imperial),True,,False,False
2026-09-16,St. Pius X (Kansas City),True,,Winnetonka,True,,False,False
2026-09-17,Ladue Horton Watkins,True,,Affton,True,,False,False
2026-09-17,Bevier,True,,Atlanta,True,,False,False
2026-09-17,Seneca,True,,Aurora,True,,False,False
2026-09-17,New Bloomfield,True,,Battle,True,,False,False
2026-09-17,Platte County,True,,Belton,True,,False,False
2026-09-17,Maryville,True,,Benton,True,,False,False
2026-09-17,Raymore-Peculiar,True,,Blue Springs,True,,False,False
2026-09-17,Liberty North,True,,Blue Springs South,True,,False,False
2026-09-17,Hillcrest,True,,Bolivar,True,,False,False
2026-09-17,Blair Oaks,True,,Boonville,True,,False,False
2026-09-17,Marshfield,True,,Branson,True,,False,False
2026-09-17,Green City,True,,Brashear,True,,False,False
2026-09-17,Gilman City with Tri-County,True,,"Braymer with Southwest (Livingston County), Breckenridge",False,,False,False
2026-09-17,Salisbury,True,,"Brunswick with Keytesville, Northwestern (Mendon)",True,,False,False
2026-09-17,Meadville,True,,Bucklin with Macon County,True,,False,False
2026-09-17,"Mercer with Cainsville, Ridgeway",True,,Cainsville,False,,False,False
2026-09-17,Southern Boone,True,,California,True,,False,False
2026-09-17,Rock Bridge,True,,Camdenton,True,,False,False
2026-09-17,Silex,True,,Canton,True,,False,False
2026-09-17,Lebanon,True,,Carthage,True,,False,False
2026-09-17,Monett,True,,Cassville,True,,False,False
2026-09-17,Festus,True,,Chaffee,True,,False,False
2026-09-17,North Shelby,True,,Clark County,True,,False,False
2026-09-17,Dixon,True,,Climax Springs,True,,False,False
2026-09-17,Warrensburg,True,,Clinton,True,,False,False
2026-09-17,Montgomery County,True,,Clopton with Elsberry,True,,False,False
2026-09-17,Westran,True,,Community,True,,False,False
2026-09-17,Ursuline Academy,True,,Cor Jesu Academy,True,,False,False
2026-09-17,Van Buren,False,,DeSoto with Kingston,True,,False,False
2026-09-17,North Callaway,True,,Elsberry,True,,False,False
2026-09-17,Russellville,True,,Eugene,True,,False,False
2026-09-17,William Chrisman,True,,Fort Osage,True,,False,False
2026-09-17,Ft. Zumwalt West,True,,Francis Howell,True,,False,False
2026-09-17,Liberty (Wentzville),True,,Francis Howell North,True,,False,False
2026-09-17,Herculaneum with Crystal City,True,,Fredericktown,True,,False,False
2026-09-17,Mexico,True,,Fulton,True,,False,False
2026-09-17,Trenton,True,,Gallatin,True,,False,False
2026-09-17,Northeast (Cairo),True,,Glasgow,True,,False,False
2026-09-17,Oak Park,True,,Grandview,True,,False,False
2026-09-17,Fair Play,True,,Halfway,True,,False,False
2026-09-17,Fayette,True,,Harrisburg,True,,False,False
2026-09-17,Norwood,True,,Hartville,True,,False,False
2026-09-17,Slater,True,,Higbee,True,,False,False
2026-09-17,Kirksville,True,,Highland,True,,False,False
2026-09-17,Marquette,True,,Hillsboro,True,,False,False
2026-09-17,Richmond,True,,Holden,True,,False,False
2026-09-17,Tuscumbia,True,,Jamestown,True,,False,False
2026-09-17,DeKalb,True,,Jefferson (Conception) with South Nodaway,True,,False,False
2026-09-17,Father Tolton with Calvary Lutheran,True,,Jefferson City,True,,False,False
2026-09-17,Glendale,True,,Joplin,True,,False,False
2026-09-17,Saxony Lutheran with St. Vincent,True,,Kelly,True,,False,False
2026-09-17,Knob Noster,True,,Lafayette County,True,,False,False
2026-09-17,Plattsburg,True,,Lawson,True,,False,False
2026-09-17,Truman,True,,Lee's Summit,True,,False,False
2026-09-17,Staley,True,,Lee's Summit West,True,,False,False
2026-09-17,Carrollton,True,,Lexington,True,,False,False
2026-09-17,Central (St. Joseph),True,,Liberty,True,,False,False
2026-09-17,South Callaway,True,,Linn,True,,False,False
2026-09-17,Carl Junction,True,,Logan-Rogersville,True,,False,False
2026-09-17,Worth County,True,,Madison,True,,False,False
2026-09-17,St. Elizabeth,True,,Marceline,True,,False,False
2026-09-17,Moberly,True,,Marshall,True,,False,False
2026-09-17,Nevada,True,,McDonald County,True,,False,False
2026-09-17,East Buchanan,True,,Mid-Buchanan,True,,False,False
2026-09-17,Brookfield,True,,Milan,True,,False,False
2026-09-17,Waynesville,True,,Neosho,True,,False,False
2026-09-17,McCluer,False,,Normandy Collaborative,False,,False,False
2026-09-17,Central (Cape Girardeau),True,,North County,True,,False,False
2026-09-17,North Andrew,True,,North Harrison,True,,False,False
2026-09-17,Lincoln College Prep,True,,Notre Dame de Sion,True,,False,False
2026-09-17,Grundy County with Newtown-Harris,True,,Novinger,True,,False,False
2026-09-17,Pleasant Hill,True,,Oak Grove,True,,False,False
2026-09-17,Harrisonville,True,,Odessa,True,,False,False
2026-09-17,Eldon,True,,Osage,True,,False,False
2026-09-17,Union,True,,Owensville,True,,False,False
2026-09-17,Bowling Green,True,,Palmyra,True,,False,False
2026-09-17,North Kansas City,True,,Park Hill,True,,False,False
2026-09-17,Lee's Summit North,True,,Park Hill South,True,,False,False
2026-09-17,Windsor (Imperial),True,,Parkway Central,True,,False,False
2026-09-17,Mehlville,True,,Parkway North with Principia,True,,False,False
2026-09-17,Oakville,True,,Parkway South,True,,False,False
2026-09-17,Clayton,True,,Pattonville,True,,False,False
2026-09-17,North Platte,True,,Penney,True,,False,False
2026-09-17,Jefferson (Festus),True,,Perryville,True,,False,False
2026-09-17,Lone Jack,True,,Polo,True,,False,False
2026-09-17,Albany,True,,Princeton with Mercer,True,,False,False
2026-09-17,Maysville,True,,Putnam County,True,,False,False
2026-09-17,Grain Valley,True,,Raytown,True,,False,False
2026-09-17,Ruskin,True,,Raytown South,True,,False,False
2026-09-17,Ozark,True,,Republic,True,,False,False
2026-09-17,Kirkwood,True,,Ritenour,True,,False,False
2026-09-17,Chillicothe,True,,Savannah,True,,False,False
2026-09-17,Knox County,True,,Schuyler County,True,,False,False
2026-09-17,Excelsior Springs,True,,Smithville,True,,False,False
2026-09-17,Monroe City,True,,South Shelby,True,,False,False
2026-09-17,Westminster Christian Academy,True,,St. Charles West with St. Charles,True,,False,False
2026-09-17,Summit Christian Academy,True,,St. Michael the Archangel,True,,False,False
2026-09-17,Notre Dame (St. Louis),True,,St. Pius X (Festus),True,,False,False
2026-09-17,Cameron,True,,St. Pius X (Kansas City),True,,False,False
2026-09-17,King City with Pattonsburg,True,,Vienna,True,,False,False
2026-09-17,Northeast Nodaway,True,,Stewartsville with Osborn,True,,False,False
2026-09-17,Crocker,True,,Westran,True,,False,False
2026-09-17,Hermann with New Haven,True,,Sullivan,True,,False,False
2026-09-17,Ft. Zumwalt North,True,,Timberland,True,,False,False
2026-09-17,Norborne with Hardin-Central,True,,"Tina-Avalon with Hale, Bosworth",False,,False,False
2026-09-17,Francis Howell Central,True,,Troy Buchanan,True,,False,False
2026-09-17,Neelyville,True,,St. Clair,True,,False,False
2026-09-17,Hazelwood West,True,,University City,True,,False,False
2026-09-17,Mark Twain,True,,Van-Far with Community,True,,False,False
2026-09-17,Newburg,True,,Vienna,True,,False,False
2026-09-17,Dadeville with Everton,True,,Walnut Grove,True,,False,False
2026-09-17,Nixa,True,,Webb City,True,,False,False
2026-09-17,Lathrop,True,,West Platte,True,,False,False
2026-09-17,Kickapoo,True,,Willard,True,,False,False
2026-09-17,Orchard Farm,True,,Winfield,True,,False,False
2026-09-17,Kearney,True,,Winnetonka,True,,False,False
2026-09-17,"Pattonsburg with Winston, North Daviess",False,,Worth County,True,,False,False
2026-09-17,Lutheran St. Charles with Veritas Christian Academy,True,,Wright City,True,,False,False
2026-09-18,Notre Dame (Cape Girardeau),True,,Blair Oaks,True,,False,False
2026-09-18,Park Hill South,True,,Boonville,True,,False,False
2026-09-18,West Platte,True,,Boonville,True,,False,False
2026-09-18,Iberia,True,,Camdenton,True,,False,False
2026-09-18,Halfway,True,,Central (Springfield),False,,False,False
2026-09-18,Mid-Buchanan,True,,Central (St. Joseph),True,,False,False
2026-09-18,Capital City,True,,Chaffee,True,,False,False
2026-09-18,Hartville,True,,Dadeville with Everton,True,,False,False
2026-09-18,Fox,True,,Farmington,True,,False,False
2026-09-18,Capital City,True,,Fatima,True,,False,False
2026-09-18,Cor Jesu Academy,True,,Festus,True,,False,False
2026-09-18,Saxony Lutheran with St. Vincent,True,,Fox,True,,False,False
2026-09-18,Republic,True,,Fox,True,,False,False
2026-09-18,Francis Howell North,True,,Ft. Zumwalt West,True,,False,False
2026-09-18,Hazelwood East,False,,Hazelwood West,True,,False,False
2026-09-18,Notre Dame (Cape Girardeau),True,,Hickman,True,,False,False
2026-09-18,Washington,True,,Hillsboro,True,,False,False
2026-09-18,Northwest (Cedar Hill),True,,Jackson,True,,False,False
2026-09-18,Webster Groves,True,,Kirkwood,True,,False,False
2026-09-18,Valley Park,True,,Ladue Horton Watkins,True,,False,False
2026-09-18,Newburg,True,,Laquey,True,,False,False
2026-09-18,Grandview,True,,Lincoln College Prep,True,,False,False
2026-09-18,Ruskin,True,,Lincoln College Prep,True,,False,False
2026-09-18,Novinger,True,,Linn County,True,,False,False
2026-09-18,Mehlville,True,,Lutheran South,True,,False,False
2026-09-18,St. Charles West with St. Charles,True,,Lutheran St. Charles with Veritas Christian Academy,True,,False,False
2026-09-18,Father Tolton with Calvary Lutheran,True,,Macon,True,,False,False
2026-09-18,Jamestown,True,,Madison,True,,False,False
2026-09-18,Bayless,True,,Maplewood-Richmond Hts. with Brentwood,True,,False,False
2026-09-18,Normandy Collaborative,False,,McCluer North,True,,False,False
2026-09-18,Smithville,True,,Mid-Buchanan,True,,False,False
2026-09-18,Rolla,True,,North County,True,,False,False
2026-09-18,Van Buren,False,,Norwood,True,,False,False
2026-09-18,Fort Osage,True,,Park Hill,True,,False,False
2026-09-18,Harrisburg,True,,Park Hill,True,,False,False
2026-09-18,William Chrisman,True,,Park Hill South,True,,False,False
2026-09-18,Nevada,True,,Parkview,True,,False,False
2026-09-18,Holt,True,,Ritenour,True,,False,False
2026-09-18,Belton,True,,Rock Bridge,True,,False,False
2026-09-18,Sullivan,True,,Rolla,True,,False,False
2026-09-18,Liberty (Wentzville),True,,Silex,True,,False,False
2026-09-18,Linn,True,,Southern Boone,True,,False,False
2026-09-18,St. Elizabeth,True,,Southern Boone,True,,False,False
2026-09-18,New Bloomfield,True,,Van-Far,True,,False,False
2026-09-18,Richland,True,,St. James,True,,False,False
2026-09-18,Hazelwood Central,False,,STEAM Academy,True,,False,False
2026-09-18,Community,True,,Worth County,True,,False,False
2026-09-18,Winnetonka,True,,University City,True,,False,False
2026-09-18,St. Joseph's Academy,True,,Westminster Christian Academy,True,,False,False
2026-09-18,West Platte,True,,William Chrisman,True,,False,False
2026-09-18,Cor Jesu Academy,True,,Windsor (Imperial),True,,False,False
2026-09-19,Marquette,True,,Belton,True,,False,False
2026-09-19,Park Hill,True,,Boonville,True,,False,False
2026-09-19,William Chrisman,True,,Boonville,True,,False,False
2026-09-19,West Platte,True,,Central (St. Joseph),True,,False,False
2026-09-19,Centralia,True,,Doniphan,True,,False,False
2026-09-19,Sherwood,True,,Excelsior Springs,True,,False,False
2026-09-19,Holt,True,,Francis Howell Central,True,,False,False
2026-09-19,Jackson,True,,Francis Howell Central,True,,False,False
2026-09-19,Winfield,True,,Hannibal,True,,False,False
2026-09-19,Incarnate Word Academy,True,,Hannibal,True,,False,False
2026-09-19,St. Joseph's Academy,True,,Hannibal,True,,False,False
2026-09-19,North Point,True,,Helias Catholic,True,,False,False
2026-09-19,Marquette,True,,Hickman,True,,False,False
2026-09-19,Kirkwood,True,,Hillsboro,True,,False,False
2026-09-19,Holt,True,,Jackson,True,,False,False
2026-09-19,Washington,True,,Kirkwood,True,,False,False
2026-09-19,Excelsior Springs,True,,Lawson,True,,False,False
2026-09-19,Sherwood,True,,Lawson,True,,False,False
2026-09-19,University City,True,,Lincoln College Prep,True,,False,False
2026-09-19,Kirksville,True,,Marshall,True,,False,False
2026-09-19,McDonald County,True,,Marshfield,True,,False,False
2026-09-19,Neosho,True,,Marshfield,True,,False,False
2026-09-19,Mid-Buchanan,True,,Park Hill,True,,False,False
2026-09-19,Harrisburg,True,,Park Hill South,True,,False,False
2026-09-19,West Platte,True,,Park Hill South,True,,False,False
2026-09-19,University City,True,,Raytown South,True,,False,False
2026-09-19,Belton,True,,Rock Bridge,True,,False,False
2026-09-19,Marquette,True,,Rock Bridge,True,,False,False
2026-09-19,St. Teresa's Academy,True,,Ruskin,True,,False,False
2026-09-19,North Point,True,,Troy Buchanan,True,,False,False
2026-09-19,Helias Catholic,True,,Troy Buchanan,True,,False,False
2026-09-19,Kirkwood,True,,Webster Groves,True,,False,False
2026-09-19,Washington,True,,Webster Groves,True,,False,False
2026-09-19,Mid-Buchanan,True,,William Chrisman,True,,False,False
2026-09-19,St. Joseph's Academy,True,,Winfield,True,,False,False
2026-09-21,Worth County,True,,Atlanta,True,,False,False
2026-09-21,Smith-Cotton,True,,Battle,True,,False,False
2026-09-21,St. Michael the Archangel,True,,Bishop LeBlond,True,,False,False
2026-09-21,Lee's Summit West,True,,Blue Springs,True,,False,False
2026-09-21,Orchard Farm,True,,Bowling Green,True,,False,False
2026-09-21,Carthage,True,,Branson,True,,False,False
2026-09-21,"Braymer with Southwest (Livingston County), Breckenridge",False,,Cainsville,False,,False,False
2026-09-21,Highland,True,,Canton,True,,False,False
2026-09-21,Monett,True,,Carl Junction,True,,False,False
2026-09-21,Oak Park,True,,Central (St. Joseph),True,,False,False
2026-09-21,Monroe City,True,,Centralia,True,,False,False
2026-09-21,New Franklin,True,,Community,True,,False,False
2026-09-21,"Pattonsburg with Winston, North Daviess",False,,DeKalb,True,,False,False
2026-09-21,Norwood,True,,East Carter,True,,False,False
2026-09-21,Fayette,True,,Eugene,True,,False,False
2026-09-21,Walnut Grove,True,,Fair Play,True,,False,False
2026-09-21,Poplar Bluff,True,,Farmington,True,,False,False
2026-09-21,Hallsville with Christian Fellowship Sr.,True,,Father Tolton with Calvary Lutheran,True,,False,False
2026-09-21,Belton,True,,Fort Osage,True,,False,False
2026-09-21,Lafayette (Wildwood),True,,Francis Howell Central,True,,False,False
2026-09-21,Perryville,True,,Fredericktown,True,,False,False
2026-09-21,North Point,True,,Ft. Zumwalt East,True,,False,False
2026-09-21,Winfield,True,,Ft. Zumwalt South,True,,False,False
2026-09-21,California,True,,Fulton,True,,False,False
2026-09-21,Paris,True,,Glasgow,True,,False,False
2026-09-21,Blue Springs South,True,,Grain Valley,True,,False,False
2026-09-21,Wheatland,True,,Halfway,True,,False,False
2026-09-21,Herculaneum with Crystal City,True,,Hancock,True,,False,False
2026-09-21,Kirksville,True,,Hannibal,True,,False,False
2026-09-21,Lebanon,True,,Hartville,True,,False,False
2026-09-21,Camdenton,True,,Helias Catholic,True,,False,False
2026-09-21,Crocker,True,,Hermitage,True,,False,False
2026-09-21,Union,True,,Hillsboro,True,,False,False
2026-09-21,Climax Springs,True,,Humansville,True,,False,False
2026-09-21,Blair Oaks,True,,Iberia,True,,False,False
2026-09-21,Oakville,True,,Incarnate Word Academy,True,,False,False
2026-09-21,Seckman,True,,Jackson,True,,False,False
2026-09-21,Slater,True,,Jamestown,True,,False,False
2026-09-21,North Andrew,True,,Jefferson (Conception) with South Nodaway,True,,False,False
2026-09-21,Kelly,True,,Jefferson (Festus),True,,False,False
2026-09-21,Logan-Rogersville,True,,Joplin,True,,False,False
2026-09-21,St. Elizabeth,True,,Lathrop,True,,False,False
2026-09-21,Park Hill,True,,Lee's Summit North,True,,False,False
2026-09-21,Harrisonville,True,,Lone Jack,True,,False,False
2026-09-21,Affton,True,,Lutheran South,True,,False,False
2026-09-21,Laquey,True,,Macks Creek,True,,False,False
2026-09-21,South Shelby,True,,Macon,True,,False,False
2026-09-21,Mark Twain,True,,Madison,True,,False,False
2026-09-21,Aurora,True,,Marshfield,True,,False,False
2026-09-21,Stewartsville with Osborn,True,,Maysville,True,,False,False
2026-09-21,Riverview Gardens,False,,McCluer,False,,False,False
2026-09-21,Linn County,True,,Meadville,True,,False,False
2026-09-21,Albany,True,,"Mercer with Cainsville, Ridgeway",True,,False,False
2026-09-21,Marshall,True,,Mexico,True,,False,False
2026-09-21,Gallatin,True,,Mid-Buchanan,True,,False,False
2026-09-21,Chillicothe,True,,Moberly,True,,False,False
2026-09-21,Dadeville with Everton,True,,Montrose with Appleton City,True,,False,False
2026-09-21,Van Buren,False,,Naylor,True,,False,False
2026-09-21,Saxony Lutheran with St. Vincent,True,,Neelyville,True,,False,False
2026-09-21,Warrensburg,True,,Nevada,True,,False,False
2026-09-21,Linn,True,,New Bloomfield,True,,False,False
2026-09-21,Festus,True,,North County,True,,False,False
2026-09-21,Grandview,True,,North Kansas City,True,,False,False
2026-09-21,Savannah,True,,North Platte,True,,False,False
2026-09-21,Louisiana,True,,North Shelby,True,,False,False
2026-09-21,Kirkwood,True,,Northwest (Cedar Hill),True,,False,False
2026-09-21,Holden,True,,Odessa,True,,False,False
2026-09-21,Elsberry,True,,Palmyra,True,,False,False
2026-09-21,Liberty,True,,Park Hill South,True,,False,False
2026-09-21,Glendale,True,,Parkview,True,,False,False
2026-09-21,North Harrison,True,,Penney,True,,False,False
2026-09-21,Gilman City with Tri-County,True,,Princeton with Mercer,True,,False,False
2026-09-21,Liberty North,True,,Raymore-Peculiar,True,,False,False
2026-09-21,Westran,True,,Richland,True,,False,False
2026-09-21,Plattsburg,True,,Richmond,True,,False,False
2026-09-21,Francis Howell North,True,,Ritenour,True,,False,False
2026-09-21,West Plains,True,,Rolla,True,,False,False
2026-09-21,Osage,True,,Russellville,True,,False,False
2026-09-21,Marceline,True,,Salisbury,True,,False,False
