School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Willard,6.95,6.85,13.8,2,2,1
Helias Catholic,5.79,7.34,13.13,3,1,2
Platte County,7.5,5.17,12.68,1,8,3
Washington,4.8,5.81,10.61,4,6,4
Westminster Christian Academy,3.78,5.94,9.71,8,5,5
Parkway West,3.52,6.11,9.63,10,3,6
Cor Jesu Academy,4.53,4.84,9.38,5,10,7
Marshfield,2.89,6.1,9.0,12,4,8
Belton,4.15,4.52,8.67,6,14,9
Parkway Central,3.93,4.73,8.66,7,11,10
Festus,1.86,5.67,7.53,17,7,11
Windsor (Imperial),2.79,4.71,7.5,13,12,12
Capital City,1.79,5.13,6.92,19,9,13
Smithville,3.67,2.87,6.54,9,20,14
Logan-Rogersville,1.89,4.65,6.54,16,13,15
McDonald County,3.03,3.49,6.52,11,17,16
Kearney,2.06,4.14,6.2,15,15,17
Hillsboro,1.74,3.09,4.83,20,18,18
Benton,1.73,2.76,4.48,21,22,19
Incarnate Word Academy,1.25,3.02,4.27,27,19,20
St. Francis Borgia,2.16,1.99,4.15,14,27,21
Rockwood Summit,1.85,2.21,4.06,18,25,22
Rolla,1.28,2.55,3.83,26,24,23
Warrensburg,1.61,2.12,3.73,23,26,24
St. Dominic,-0.36,3.89,3.53,34,16,25
Farmington,1.7,1.2,2.89,22,29,26
St. Joseph's Academy,-0.05,2.82,2.77,32,21,27
Pacific,0.08,1.93,2.01,31,28,28
Battle,1.09,0.76,1.85,28,32,29
Warrenton,-1.45,2.67,1.22,39,23,30
Carl Junction,-0.27,0.51,0.24,33,33,31
Ft. Zumwalt East,-0.76,0.87,0.11,36,30,32
Ft. Zumwalt South,1.45,-1.38,0.07,24,36,33
Hannibal,-0.85,0.85,0.0,38,31,34
Webster Groves,-0.6,0.03,-0.56,35,34,35
Union,0.48,-1.65,-1.17,30,37,36
Lebanon,0.66,-2.18,-1.52,29,41,37
Holt,1.37,-3.38,-2.01,25,42,38
Jefferson City,-0.8,-1.78,-2.57,37,40,39
St. Teresa's Academy,-1.93,-0.79,-2.72,41,35,40
West Plains,-2.01,-1.69,-3.7,42,39,41
Marshall,-3.86,-1.68,-5.54,46,38,42
Raytown,-4.92,-3.51,-8.42,50,43,43
Camdenton,-2.94,-5.52,-8.46,44,44,44
William Chrisman,-1.88,-6.61,-8.5,40,47,45
Central (Cape Girardeau),-2.94,-6.92,-9.86,43,49,46
Grandview,-4.45,-5.78,-10.23,49,45,47
Affton,-4.02,-6.45,-10.47,47,46,48
Ursuline Academy,-4.11,-6.66,-10.77,48,48,49
Winnetonka,-5.01,-8.16,-13.17,51,52,50
Parkway North with Principia,-5.54,-7.88,-13.43,52,50,51
Clayton,-5.92,-7.94,-13.85,54,51,52
Sikeston,-5.77,-8.74,-14.51,53,53,53
Hillcrest,-3.61,-10.95,-14.56,45,54,54
University City,-8.1,-11.03,-19.12,57,55,55
Parkview,-7.93,-13.14,-21.07,56,56,56
McCluer North,-7.59,-13.54,-21.12,55,58,57
Raytown South,-8.68,-13.28,-21.95,58,57,58
Lincoln College Prep,-11.47,-16.88,-28.35,60,59,59
Ruskin,-11.44,-17.44,-28.88,59,60,60
