date,team1,score1,team2,score2,forfeit,extra_innings
2026-08-30,Seneca,0,Joplin,7,False,False
2026-08-30,Lindbergh,11,Kelly,4,False,False
2026-08-30,Marquette,10,Kelly,0,False,False
2026-08-30,Helias Catholic,13,Kickapoo,4,False,False
2026-08-30,Worth County,4,King City with Pattonsburg,3,False,False
2026-08-30,Eugene,7,Kirksville,2,False,False
2026-08-30,Warrensburg,14,Knob Noster,4,False,False
2026-08-30,Trenton,14,Knob Noster,2,False,False
2026-08-30,California,17,Knob Noster,4,False,False
2026-08-30,Scotland County,11,Knox County,10,False,False
2026-08-30,Novinger,4,La Plata,15,False,False
2026-08-30,Milan,2,La Plata,15,False,False
2026-08-30,Lutheran South,14,Ladue Horton Watkins,1,False,False
2026-08-30,Hazelwood West,5,Ladue Horton Watkins,12,False,False
2026-08-30,Lindbergh,8,Lafayette (Wildwood),9,False,False
2026-08-30,Richmond,4,Lafayette County,2,False,False
2026-08-30,Lathrop,7,Lafayette County,1,False,False
2026-08-30,Richmond,6,Lathrop,4,False,False
2026-08-30,St. Elizabeth,5,Lee's Summit,1,False,False
2026-08-30,Lee's Summit North,2,Lee's Summit,1,False,False
2026-08-30,Platte County,9,Lee's Summit,8,False,False
2026-08-30,Smith-Cotton,7,Lee's Summit,6,False,False
2026-08-30,Mid-Buchanan,7,Lee's Summit North,3,False,False
2026-08-30,Pleasant Hill,8,Lee's Summit North,4,False,False
2026-08-30,Rock Bridge,3,Lee's Summit West,5,False,False
2026-08-30,Lone Jack,12,Lexington,1,False,False
2026-08-30,North Platte,15,Lexington,5,False,False
2026-08-30,Truman,2,Liberty,17,False,False
2026-08-30,Smithville,5,Liberty,6,False,False
2026-08-30,Neosho,1,Linn,16,False,False
2026-08-30,Capital City,1,Logan-Rogersville,0,False,False
2026-08-30,North Platte,3,Lone Jack,2,False,False
2026-08-30,Highland,13,Macon,0,False,False
2026-08-30,Holt,9,Macon,14,False,False
2026-08-30,North Shelby,0,Marceline,4,False,False
2026-08-30,Parkway Central,3,Marquette,2,False,False
2026-08-30,California,7,Marshall,6,False,False
2026-08-30,Webb City,2,Marshfield,1,False,False
2026-08-30,McDonald County,7,Marshfield,3,False,False
2026-08-30,Capital City,3,Mexico,5,False,False
2026-08-30,Washington,8,Mexico,11,False,False
2026-08-30,Princeton with Mercer,24,Milan,1,False,False
2026-08-30,Mark Twain,3,Moberly,11,False,False
2026-08-30,Marceline,11,Moberly,3,False,False
2026-08-30,Monroe City,5,Moberly,10,False,False
2026-08-30,Westran,5,Monroe City,15,False,False
2026-08-30,North Shelby,10,Monroe City,9,False,False
2026-08-30,Russellville,2,Montgomery County,4,False,False
2026-08-30,Tuscumbia,14,Montrose with Appleton City,2,False,False
2026-08-30,Hermitage,9,Montrose with Appleton City,5,False,False
2026-08-30,Silex,5,Neelyville,1,False,False
2026-08-30,Washington,2,Neosho,0,False,False
2026-08-30,Van-Far with Community,4,North Callaway,13,False,False
2026-08-30,New Bloomfield,1,North Callaway,7,False,False
2026-08-30,Ruskin,0,North Kansas City,19,False,False
2026-08-30,Winnetonka,2,North Kansas City,11,False,False
2026-08-30,St. Michael the Archangel,15,North Kansas City,0,False,False
2026-08-30,Van-Far with Community,6,Northeast (Cairo),3,False,False
2026-08-30,Walnut Grove,2,Norwood,14,False,False
2026-08-30,St. Pius X (Kansas City),12,Notre Dame de Sion,0,False,False
2026-08-30,Kearney,11,Oak Grove,1,False,False
2026-08-30,Truman,2,Oak Grove,12,False,False
2026-08-30,Odessa,14,Oak Park,3,False,False
2026-08-30,Smith-Cotton,7,Oak Park,6,False,False
2026-08-30,Waynesville,2,Osage,12,False,False
2026-08-30,Marceline,11,Owensville,1,False,False
2026-08-30,Westran,9,Owensville,15,False,False
2026-08-30,Palmyra,15,Owensville,11,False,False
2026-08-30,Mark Twain,7,Palmyra,10,False,False
2026-08-30,North Shelby,8,Palmyra,1,False,False
2026-08-30,Grain Valley,10,Platte County,0,False,False
2026-08-30,Pleasant Hill,4,Platte County,8,False,False
2026-08-30,Schuyler County,4,Putnam County,3,False,False
2026-08-30,Brookfield,5,Putnam County,3,False,False
2026-08-30,Novinger,4,Putnam County,17,False,False
2026-08-30,Clark County,5,Putnam County,4,False,False
2026-08-30,Warrenton,3,Rolla,5,False,False
2026-08-30,Grandview,26,Ruskin,7,False,False
2026-08-30,Father Tolton with Calvary Lutheran,6,Russellville,5,False,False
2026-08-30,St. Clair,5,Saxony Lutheran with St. Vincent,7,False,False
2026-08-30,La Plata,5,Schuyler County,11,False,False
2026-08-30,Gallatin,8,Schuyler County,5,False,False
2026-08-30,Brookfield,14,Schuyler County,6,False,False
2026-08-30,Weaubleau,7,Sherwood,6,False,False
2026-08-30,West Platte,1,Silex,5,False,False
2026-08-30,Notre Dame (Cape Girardeau),1,Silex,10,False,False
2026-08-30,Fort Osage,1,Smith-Cotton,0,False,False
2026-08-30,Fort Osage,3,St. Elizabeth,0,False,False
2026-08-30,Hallsville with Christian Fellowship Sr.,1,Southern Boone,4,False,False
2026-08-30,Harrisburg,4,Southern Boone,11,False,False
2026-08-30,Community,12,St. Clair,2,False,False
2026-08-30,Montgomery County,15,St. Clair,0,False,False
2026-08-30,Father Tolton with Calvary Lutheran,8,St. Clair,3,False,False
2026-08-30,St. Joseph's Academy,6,Van-Far,9,False,False
2026-08-30,North Point,9,St. Joseph's Academy,7,False,False
2026-08-30,Worth County,8,Vienna,5,False,False
2026-08-30,Fatima,9,Sullivan,3,False,False
2026-08-30,Liberty (Wentzville),16,Sullivan,3,False,False
2026-08-30,Warrensburg,0,Trenton,3,False,False
2026-08-30,Marshall,3,Trenton,9,False,False
2026-08-30,Winfield,0,Troy Buchanan,10,False,False
2026-08-30,Van-Far,12,Union,2,False,False
2026-08-30,St. Pius X (Festus),10,Valley Park,21,False,False
2026-08-30,Lebanon,16,Waynesville,0,False,False
2026-08-30,Willard,2,Webb City,1,False,False
2026-08-30,Fatima,15,Webster Groves,2,False,False
2026-08-30,Liberty (Wentzville),14,Webster Groves,5,False,False
2026-08-30,Battle,10,West Plains,1,False,False
2026-08-30,Hartville,7,West Plains,6,False,False
2026-08-30,Notre Dame (Cape Girardeau),7,West Platte,4,False,False
2026-08-30,Mark Twain,10,Westran,4,False,False
2026-08-30,Battle,12,Wheatland,0,False,False
2026-08-30,Marshall,,Carrollton,,False,False
2026-08-30,Blair Oaks,,Mexico,,False,False
2026-08-30,Worth County,,North Harrison,,False,False
2026-08-30,Bishop LeBlond,,Plattsburg,,False,False
2026-08-30,Valley Park,,St. Charles West with St. Charles,,False,False
2026-08-31,Webb City,5,Carl Junction,7,False,False
2026-08-31,Macon,1,Centralia,11,False,False
2026-08-31,Glasgow,7,Community,8,False,False
2026-08-31,Wellsville-Middletown,0,Elsberry,20,False,False
2026-08-31,California,1,Eugene,7,False,False
2026-08-31,Northwest (Cedar Hill),12,Farmington,1,False,False
2026-08-31,Battle,8,Fayette,7,False,False
2026-08-31,Mehlville,0,Fox,15,False,False
2026-08-31,Parkway West,4,Francis Howell North,3,False,False
2026-08-31,Seckman,3,Francis Howell North,14,False,False
2026-08-31,McDonald County,8,Joplin,7,False,False
2026-08-31,Chillicothe,13,Kirksville,0,False,False
2026-08-31,Putnam County,4,Knox County,2,False,False
2026-08-31,Liberty,5,Lee's Summit,2,False,False
2026-08-31,Ft. Zumwalt East,1,Liberty (Wentzville),17,False,False
2026-08-31,Park Hill,2,Liberty North,0,False,False
2026-08-31,Penney,0,Marceline,2,False,False
2026-08-31,Russellville,1,North Callaway,9,False,False
2026-08-31,William Chrisman,19,North Kansas City,16,False,False
2026-08-31,Francis Howell,10,North Point,1,False,False
2026-08-31,West Plains,2,Osage,12,False,False
2026-08-31,Affton,4,Pacific,14,False,False
2026-08-31,Staley,14,Park Hill South,3,False,False
2026-08-31,Brookfield,4,Princeton with Mercer,6,False,False
2026-08-31,Grandview,2,Smithville,17,False,False
2026-08-31,Festus,15,St. Joseph's Academy,9,False,False
2026-08-31,Maysville,8,Vienna,10,False,False
2026-08-31,Lathrop,11,Trenton,1,False,False
2026-08-31,Smith-Cotton,7,Warrensburg,9,False,False
2026-08-31,Raytown,7,Winnetonka,5,False,False
2026-08-31,Fort Osage,,Blue Springs South,,False,False
2026-08-31,Holt,,Eureka,,False,False
2026-08-31,Parkway North with Principia,,Eureka,,False,False
2026-08-31,Southern Boone,,Fulton,,False,False
2026-08-31,Cassville,,Glendale,,False,False
2026-08-31,South Callaway,,Hermann with New Haven,,False,False
2026-08-31,Cor Jesu Academy,,Hillsboro,,False,False
2026-08-31,Parkway Central,,Hillsboro,,False,False
2026-08-31,Platte County,,Kearney,,False,False
2026-08-31,Neelyville,,Kelly,,False,False
2026-08-31,Parkway South,,Kirkwood,,False,False
2026-08-31,Westminster Christian Academy,,Kirkwood,,False,False
2026-08-31,Clinton,,Lexington,,False,False
2026-08-31,Oakville,,Lindbergh,,False,False
2026-08-31,Sullivan,,Lutheran South,,False,False
2026-08-31,Vienna,,New Bloomfield,,False,False
2026-08-31,Raytown South,,Oak Park,,False,False
2026-08-31,Cor Jesu Academy,,Parkway Central,,False,False
2026-08-31,Holt,,Parkway North with Principia,,False,False
2026-08-31,Maplewood-Richmond Hts. with Brentwood,,Pattonville,,False,False
2026-08-31,Summit Christian Academy,,Pleasant Hill,,False,False
2026-08-31,Crocker,,Richland,,False,False
2026-08-31,St. Joseph's Academy,,Ritenour,,False,False
2026-08-31,Central (St. Joseph),,Ruskin,,False,False
2026-08-31,Albany,,St. Elizabeth,,False,False
2026-08-31,Grain Valley,,Truman,,False,False
2026-08-31,St. Pius X (Festus),,Ursuline Academy,,False,False
2026-08-31,Dadeville with Everton,,Wheatland,,False,False
2026-09-01,Vienna,,Albany,,False,False
2026-09-01,Capital City,,Battle,,False,False
2026-09-01,St. Elizabeth,,Benton,,False,False
2026-09-01,East Buchanan,,Bishop LeBlond,,False,False
2026-09-01,Centralia,,Blair Oaks,,False,False
2026-09-01,Highland,,Bowling Green,,False,False
2026-09-01,Aurora,,Branson,,False,False
2026-09-01,Worth County,,Brashear,,False,False
2026-09-01,Bucklin with Macon County,,"Brunswick with Keytesville, Northwestern (Mendon)",,False,False
2026-09-01,Russellville,,California,,False,False
2026-09-01,Excelsior Springs,,Cameron,,False,False
2026-09-01,Glendale,,Carl Junction,,False,False
2026-09-01,Seneca,,Carthage,,False,False
2026-09-01,Logan-Rogersville,,Cassville,,False,False
2026-09-01,East Carter,,Central (Cape Girardeau),,False,False
2026-09-01,Perryville,,Central (Cape Girardeau),,False,False
2026-09-01,William Chrisman,,Central (St. Joseph),,False,False
2026-09-01,Kelly,,Chaffee,,False,False
2026-09-01,Kirksville,,Clark County,,False,False
2026-09-01,Canton,,Clopton with Elsberry,,False,False
2026-09-01,Pacific,,Cuba,,False,False
2026-09-01,Humansville,,Dadeville with Everton,,False,False
2026-09-01,Perryville,,East Carter,,False,False
2026-09-01,Fulton,,Eldon,,False,False
2026-09-01,Macks Creek,,Fair Play,,False,False
2026-09-01,Southern Boone,,Fatima,,False,False
2026-09-01,Farmington,,Festus,,False,False
2026-09-01,Grain Valley,,Fort Osage,,False,False
2026-09-01,Troy Buchanan,,Francis Howell Central,,False,False
2026-09-01,Timberland,,Ft. Zumwalt North,,False,False
2026-09-01,Francis Howell,,Ft. Zumwalt West,,False,False
2026-09-01,Winnetonka,,Grandview,,False,False
2026-09-01,Meadville,,Green City,,False,False
2026-09-01,Osage,,Halfway,,False,False
2026-09-01,Macon,,Hallsville with Christian Fellowship Sr.,,False,False
2026-09-01,Bayless,,Hancock,,False,False
2026-09-01,Rolla,,Helias Catholic,,False,False
2026-09-01,Boonville,,Hickman,,False,False
2026-09-01,Linn County,,Higbee,,False,False
2026-09-01,Norwood,,Hillcrest,,False,False
2026-09-01,Oak Grove,,Holden,,False,False
2026-09-01,Oakville,,Jackson,,False,False
2026-09-01,Gallatin,,Jefferson (Conception) with South Nodaway,,False,False
2026-09-01,Fredericktown,,Jefferson (Festus),,False,False
2026-09-01,Princeton with Mercer,,King City with Pattonsburg,,False,False
2026-09-01,Schuyler County,,La Plata,,False,False
2026-09-01,Ursuline Academy,,Ladue Horton Watkins,,False,False
2026-09-01,Maryville,,Lathrop,,False,False
2026-09-01,Lee's Summit North,,Lee's Summit,,False,False
2026-09-01,Belton,,Lee's Summit West,,False,False
2026-09-01,Park Hill South,,Liberty North,,False,False
2026-09-01,St. Michael the Archangel,,Lincoln College Prep,,False,False
2026-09-01,Novinger,,Marion County,,False,False
2026-09-01,Paris,,Mark Twain,,False,False
2026-09-01,St. Teresa's Academy,,Marshall,,False,False
2026-09-01,Monett,,Marshfield,,False,False
2026-09-01,Polo,,Maysville,,False,False
2026-09-01,Chillicothe,,Mid-Buchanan,,False,False
2026-09-01,Hermitage,,Montrose with Appleton City,,False,False
2026-09-01,Sikeston,,Naylor,,False,False
2026-09-01,Harrisonville,,Nevada,,False,False
2026-09-01,Westran,,Newburg,,False,False
2026-09-01,South Callaway,,North Callaway,,False,False
2026-09-01,DeKalb,,North Platte,,False,False
2026-09-01,Ft. Zumwalt East,,North Point,,False,False
2026-09-01,Knox County,,North Shelby,,False,False
2026-09-01,Stewartsville with Osborn,,Northeast Nodaway,,False,False
2026-09-01,Winfield,,Orchard Farm,,False,False
2026-09-01,St. Joseph's Academy,,Owensville,,False,False
2026-09-01,Louisiana,,Palmyra,,False,False
2026-09-01,Blue Springs South,,Park Hill,,False,False
2026-09-01,STEAM Academy,,Pattonville,,False,False
2026-09-01,Van-Far,,Pilot Grove,,False,False
2026-09-01,Liberty,,Platte County,,False,False
2026-09-01,Kearney,,Raymore-Peculiar,,False,False
2026-09-01,North Kansas City,,Raytown South,,False,False
2026-09-01,Lawson,,Richmond,,False,False
2026-09-01,Northwest (Cedar Hill),,Rockwood Summit,,False,False
2026-09-01,Raytown,,Ruskin,,False,False
2026-09-01,Carrollton,,Salisbury,,False,False
2026-09-01,Trenton,,Savannah,,False,False
2026-09-01,Glasgow,,Slater,,False,False
2026-09-01,Odessa,,Smith-Cotton,,False,False
2026-09-01,Wright City,,St. Clair,,False,False
2026-09-01,Lutheran St. Charles with Veritas Christian Academy,,St. Dominic,,False,False
2026-09-01,Webster Groves,,St. Joseph's Academy,,False,False
2026-09-01,Saxony Lutheran with St. Vincent,,St. Pius X (Festus),,False,False
2026-09-01,Smithville,,Staley,,False,False
2026-09-01,Plattsburg,,Summit Christian Academy,,False,False
2026-09-01,Blue Springs,,Truman,,False,False
2026-09-01,Herculaneum with Crystal City,,Valley Park,,False,False
2026-09-01,Camdenton,,Warrensburg,,False,False
2026-09-01,St. Charles West with St. Charles,,Warrenton,,False,False
2026-09-01,Ft. Zumwalt South,,Washington,,False,False
2026-09-01,McDonald County,,Webb City,,False,False
2026-09-01,Marquette,,Webster Groves,,False,False
2026-09-01,Madison,,Wellsville-Middletown,,False,False
2026-09-01,St. Pius X (Kansas City),,West Platte,,False,False
2026-09-01,Northeast (Cairo),,Westran,,False,False
2026-09-01,Ozark,,Willard,,False,False
2026-09-01,Lindbergh,,Windsor (Imperial),,False,False
2026-09-01,North Andrew,,Worth County,,False,False
2026-09-02,Hancock,,Affton,,False,False
2026-09-02,North Platte,,Bishop LeBlond,,False,False
2026-09-02,Camdenton,,Bolivar,,False,False
2026-09-02,Sherwood,,Clinton,,False,False
2026-09-02,Lebanon,,Cuba,,False,False
2026-09-02,Maysville,,DeKalb,,False,False
2026-09-02,Pleasant Hill,,Excelsior Springs,,False,False
2026-09-02,North Point,,Francis Howell Central,,False,False
2026-09-02,Washington,,Ft. Zumwalt West,,False,False
2026-09-02,Hallsville with Christian Fellowship Sr.,,Harrisburg,,False,False
2026-09-02,North Shelby,,Highland,,False,False
2026-09-02,Lone Jack,,Holden,,False,False
2026-09-02,Ritenour,,Incarnate Word Academy,,False,False
2026-09-02,Bayless,,Jefferson (Festus),,False,False
2026-09-02,Warrensburg,,Jefferson City,,False,False
2026-09-02,Branson,,Kickapoo,,False,False
2026-09-02,Ruskin,,Knob Noster,,False,False
2026-09-02,St. Joseph's Academy,,Lafayette (Wildwood),,False,False
2026-09-02,Cameron,,Lafayette County,,False,False
2026-09-02,Jackson,,Lindbergh,,False,False
2026-09-02,Capital City,,Linn,,False,False
2026-09-02,Oakville,,Lutheran South,,False,False
2026-09-02,Oak Grove,,Marshall,,False,False
2026-09-02,McCluer North,,Mehlville,,False,False
2026-09-02,Putnam County,,"Mercer with Cainsville, Ridgeway",,False,False
2026-09-02,Bowling Green,,Mexico,,False,False
2026-09-02,Salisbury,,Moberly,,False,False
2026-09-02,Mark Twain,,Monroe City,,False,False
2026-09-02,Notre Dame de Sion,,North Kansas City,,False,False
2026-09-02,Festus,,Northwest (Cedar Hill),,False,False
2026-09-02,Chaffee,,Notre Dame (Cape Girardeau),,False,False
2026-09-02,Benton,,Oak Park,,False,False
2026-09-02,St. Michael the Archangel,,Odessa,,False,False
2026-09-02,Ft. Zumwalt North,,Orchard Farm,,False,False
2026-09-02,South Shelby,,Paris,,False,False
2026-09-02,Platte County,,Park Hill South,,False,False
2026-09-02,Gilman City with Tri-County,,Plattsburg,,False,False
2026-09-02,North County,,Poplar Bluff,,False,False
2026-09-02,Princeton with Mercer,,Schuyler County,,False,False
2026-09-02,Republic,,Smith-Cotton,,False,False
2026-09-02,Warrenton,,St. Joseph's Academy,,False,False
2026-09-02,Mid-Buchanan,,St. Pius X (Kansas City),,False,False
2026-09-02,Polo,,Stewartsville with Osborn,,False,False
2026-09-02,Pilot Grove,,Tuscumbia,,False,False
2026-09-02,DeSoto with Kingston,,Union,,False,False
2026-09-02,Lutheran St. Charles with Veritas Christian Academy,,Valley Park,,False,False
2026-09-02,South Callaway,,Vienna,,False,False
2026-09-02,Rolla,,Waynesville,,False,False
2026-09-03,Marion County,,Atlanta,,False,False
2026-09-03,St. Teresa's Academy,,Benton,,False,False
2026-09-03,"Brunswick with Keytesville, Northwestern (Mendon)",,Bevier,,False,False
2026-09-03,Louisiana,,Bowling Green,,False,False
2026-09-03,Lathrop,,Brookfield,,False,False
2026-09-03,Bishop LeBlond,,Cameron,,False,False
2026-09-03,Knox County,,Canton,,False,False
2026-09-03,Willard,,Carl Junction,,False,False
2026-09-03,Nixa,,Carthage,,False,False
2026-09-03,Truman,,Central (St. Joseph),,False,False
2026-09-03,Battle,,Centralia,,False,False
2026-09-03,Scotland County,,Clark County,,False,False
2026-09-03,Halfway,,Climax Springs,,False,False
2026-09-03,Wellsville-Middletown,,Clopton with Elsberry,,False,False
2026-09-03,Incarnate Word Academy,,Cor Jesu Academy,,False,False
2026-09-03,DeKalb,,East Buchanan,,False,False
2026-09-03,Naylor,,East Carter,,False,False
2026-09-03,Southern Boone,,Eldon,,False,False
2026-09-03,Blair Oaks,,Eugene,,False,False
2026-09-03,St. Elizabeth,,Excelsior Springs,,False,False
2026-09-03,North County,,Farmington,,False,False
2026-09-03,Union,,Fatima,,False,False
2026-09-03,Worth County,,Fayette,,False,False
2026-09-03,Blue Springs,,Fort Osage,,False,False
2026-09-03,Notre Dame (Cape Girardeau),,Fox,,False,False
2026-09-03,Saxony Lutheran with St. Vincent,,Fox,,False,False
2026-09-03,Liberty (Wentzville),,Francis Howell,,False,False
2026-09-03,Ft. Zumwalt North,,Ft. Zumwalt South,,False,False
2026-09-03,Helias Catholic,,Grain Valley,,False,False
2026-09-03,Kearney,,Grandview,,False,False
2026-09-03,"Mercer with Cainsville, Ridgeway",,Grundy County with Newtown-Harris,,False,False
2026-09-03,Boonville,,Hallsville with Christian Fellowship Sr.,,False,False
2026-09-03,Father Tolton with Calvary Lutheran,,Harrisburg,,False,False
2026-09-03,Odessa,,Harrisonville,,False,False
2026-09-03,Aurora,,Hartville,,False,False
2026-09-03,Community,,Hermann with New Haven,,False,False
2026-09-03,Humansville,,Hermitage,,False,False
2026-09-03,Webster Groves,,Incarnate Word Academy,,False,False
2026-09-03,Affton,,Jefferson (Festus),,False,False
2026-09-03,Waynesville,,Joplin,,False,False
2026-09-03,Moberly,,Kirksville,,False,False
2026-09-03,Webster Groves,,Kirkwood,,False,False
2026-09-03,Higbee,,La Plata,,False,False
2026-09-03,Winfield,,Ladue Horton Watkins,,False,False
2026-09-03,Chillicothe,,Lawson,,False,False
2026-09-03,Belton,,Lee's Summit,,False,False
2026-09-03,Norborne with Hardin-Central,,Lexington,,False,False
2026-09-03,Liberty North,,Liberty,,False,False
2026-09-03,Gilman City with Tri-County,,Linn County,,False,False
2026-09-03,Monett,,Logan-Rogersville,,False,False
2026-09-03,Plattsburg,,Lone Jack,,False,False
2026-09-03,Westran,,Madison,,False,False
2026-09-03,Hannibal,,Marceline,,False,False
2026-09-03,Palmyra,,Mark Twain,,False,False
2026-09-03,Northwest (Cedar Hill),,Marquette,,False,False
2026-09-03,Cassville,,Marshfield,,False,False
2026-09-03,Pattonville,,McCluer North,,False,False
2026-09-03,Macon,,Monroe City,,False,False
2026-09-03,Fair Play,,Montrose with Appleton City,,False,False
2026-09-03,Glendale,,Neosho,,False,False
2026-09-03,Knob Noster,,Nevada,,False,False
2026-09-03,King City with Pattonsburg,,North Andrew,,False,False
2026-09-03,Brashear,,North Shelby,,False,False
2026-09-03,Paris,,Northeast (Cairo),,False,False
2026-09-03,Maryville,,Northeast Nodaway,,False,False
2026-09-03,Milan,,Novinger,,False,False
2026-09-03,Fulton,,Osage,,False,False
2026-09-03,Linn,,Owensville,,False,False
2026-09-03,STEAM Academy,,Parkway North with Principia,,False,False
2026-09-03,Winfield,,Parkway West,,False,False
2026-09-03,Lafayette County,,Penney,,False,False
2026-09-03,Holden,,Pleasant Hill,,False,False
2026-09-03,Lee's Summit West,,Raymore-Peculiar,,False,False
2026-09-03,Oak Park,,Raytown,,False,False
2026-09-03,Kickapoo,,Republic,,False,False
2026-09-03,Lutheran St. Charles with Veritas Christian Academy,,Ritenour,,False,False
2026-09-03,Hickman,,Rolla,,False,False
2026-09-03,Camdenton,,Russellville,,False,False
2026-09-03,Mid-Buchanan,,Savannah,,False,False
2026-09-03,St. Clair,,Sikeston,,False,False
2026-09-03,Montgomery County,,Silex,,False,False
2026-09-03,New Franklin,,Slater,,False,False
2026-09-03,Ruskin,,Smithville,,False,False
2026-09-03,St. James,,South Callaway,,False,False
2026-09-03,Schuyler County,,South Shelby,,False,False
2026-09-03,Orchard Farm,,St. Charles West with St. Charles,,False,False
2026-09-03,Herculaneum with Crystal City,,St. Clair,,False,False
2026-09-03,Notre Dame (St. Louis),,St. Dominic,,False,False
2026-09-03,California,,Van-Far,,False,False
2026-09-03,Sherwood,,St. Michael the Archangel,,False,False
2026-09-03,North Harrison,,Vienna,,False,False
2026-09-03,Jefferson (Conception) with South Nodaway,,Stewartsville with Osborn,,False,False
2026-09-03,North Point,,Timberland,,False,False
2026-09-03,Ft. Zumwalt West,,Troy Buchanan,,False,False
2026-09-03,St. Joseph's Academy,,Ursuline Academy,,False,False
2026-09-03,North Callaway,,Van-Far with Community,,False,False
2026-09-03,Norwood,,Walnut Grove,,False,False
2026-09-03,Richmond,,Warrensburg,,False,False
2026-09-03,Ft. Zumwalt East,,Washington,,False,False
2026-09-03,Lebanon,,Webb City,,False,False
2026-09-03,Raytown,,William Chrisman,,False,False
2026-09-03,Perryville,,Windsor (Imperial),,False,False
2026-09-03,North Kansas City,,Winnetonka,,False,False
2026-09-03,Princeton with Mercer,,Worth County,,False,False
2026-09-03,Elsberry,,Wright City,,False,False
2026-09-04,Marion County,,Bevier,,False,False
2026-09-04,McDonald County,,Blue Springs,,False,False
2026-09-04,Linn County,,Brashear,,False,False
2026-09-04,Green City,,"Brunswick with Keytesville, Northwestern (Mendon)",,False,False
2026-09-04,St. Pius X (Festus),,Chaffee,,False,False
2026-09-04,Westminster Christian Academy,,Elsberry,,False,False
2026-09-04,Battle,,Father Tolton with Calvary Lutheran,,False,False
2026-09-04,Capital City,,Fatima,,False,False
2026-09-04,Highland,,Festus,,False,False
2026-09-04,Francis Howell Central,,Festus,,False,False
2026-09-04,Oakville,,Francis Howell,,False,False
2026-09-04,Battle,,Grandview,,False,False
2026-09-04,Humansville,,Halfway,,False,False
2026-09-04,Clark County,,Harrisburg,,False,False
2026-09-04,Lutheran St. Charles with Veritas Christian Academy,,Highland,,False,False
2026-09-04,Marshfield,,Hillcrest,,False,False
2026-09-04,Ft. Zumwalt South,,Holt,,False,False
2026-09-04,Webster Groves,,Incarnate Word Academy,,False,False
2026-09-04,Kelly,,Jackson,,False,False
2026-09-04,Van-Far,,Jefferson City,,False,False
2026-09-04,Ozark,,Joplin,,False,False
2026-09-04,Lee's Summit North,,Joplin,,False,False
2026-09-04,Ozark,,Lee's Summit North,,False,False
2026-09-04,Weaubleau,,Macks Creek,,False,False
2026-09-04,Rockwood Summit,,Marquette,,False,False
2026-09-04,Walnut Grove,,Montrose with Appleton City,,False,False
2026-09-04,St. Clair,,Naylor,,False,False
2026-09-04,Northeast (Cairo),,New Bloomfield,,False,False
2026-09-04,Madison,,New Franklin,,False,False
2026-09-04,Seckman,,North County,,False,False
2026-09-04,Wheatland,,Norwood,,False,False
2026-09-04,St. Pius X (Festus),,Notre Dame (Cape Girardeau),,False,False
2026-09-04,Lincoln College Prep,,Notre Dame de Sion,,False,False
2026-09-04,Webb City,,Park Hill South,,False,False
2026-09-04,Neosho,,Park Hill South,,False,False
2026-09-04,Raymore-Peculiar,,Park Hill South,,False,False
2026-09-04,Parkway South,,Parkway North with Principia,,False,False
2026-09-04,Winfield,,Parkway West,,False,False
2026-09-04,Webb City,,Raymore-Peculiar,,False,False
2026-09-04,Neosho,,Raymore-Peculiar,,False,False
2026-09-04,Lee's Summit West,,Summit Christian Academy,,False,False
2026-09-04,Climax Springs,,Tuscumbia,,False,False
2026-09-04,St. Charles West with St. Charles,,Ursuline Academy,,False,False
2026-09-04,Neosho,,Webb City,,False,False
2026-09-04,Warrenton,,Wright City,,False,False
2026-09-05,St. Pius X (Festus),,Central (Cape Girardeau),,False,False
2026-09-05,Sherwood,,East Buchanan,,False,False
2026-09-05,Lutheran St. Charles with Veritas Christian Academy,,Festus,,False,False
2026-09-05,Highland,,Francis Howell Central,,False,False
2026-09-05,Father Tolton with Calvary Lutheran,,Grandview,,False,False
2026-09-05,Canton,,Hannibal,,False,False
2026-09-05,Timberland,,Jackson,,False,False
2026-09-05,Notre Dame (Cape Girardeau),,Jackson,,False,False
2026-09-05,Eldon,,Lebanon,,False,False
2026-09-05,Father Tolton with Calvary Lutheran,,Mexico,,False,False
2026-09-05,Grandview,,Mexico,,False,False
2026-09-05,Van-Far with Community,,Palmyra,,False,False
2026-09-05,Winfield,,Palmyra,,False,False
2026-09-05,St. Pius X (Festus),,Poplar Bluff,,False,False
2026-09-05,Winfield,,Russellville,,False,False
2026-09-05,Van-Far with Community,,Russellville,,False,False
2026-09-07,Penney,,Brookfield,,False,False
2026-09-07,Carl Junction,,Cassville,,False,False
2026-09-07,Fort Osage,,Central (St. Joseph),,False,False
2026-09-07,Montrose with Appleton City,,Clinton,,False,False
2026-09-07,St. Michael the Archangel,,Grandview,,False,False
2026-09-07,Mexico,,Hallsville with Christian Fellowship Sr.,,False,False
2026-09-07,Jefferson City,,Hickman,,False,False
2026-09-07,Monroe City,,Highland,,False,False
2026-09-07,Richmond,,Lexington,,False,False
2026-09-07,Seneca,,Neosho,,False,False
2026-09-07,Wellsville-Middletown,,Paris,,False,False
2026-09-07,Waynesville,,Richland,,False,False
2026-09-07,Lebanon,,Rolla,,False,False
2026-09-07,East Buchanan,,St. Pius X (Kansas City),,False,False
2026-09-07,Climax Springs,,Westran,,False,False
2026-09-08,Metro,,Affton,,False,False
2026-09-08,Nevada,,Aurora,,False,False
